CODIGO CIE;CODIGO INEP;ESCOLA;DIRETORIA;MUNICIPIO;ANOS INICIAIS;ANOS FINAIS;ENSINO MEDIO
914435;35914435;CELIA KEIKO IKEDA PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;;3,68;
914459;35914459;MARGARIDA MAIA DE ALMEIDA VIEIRA PROFESSORA;TAUBATE;CACAPAVA;;3,17;2,28
914460;35914460;MIGUEL PISTILLI;TAUBATE;TAUBATE;;;1,75
914484;35914484;ERUCE PAULUCCI PROFESSOR;AVARE;AVARE;;2,94;
914514;35914514;OTILIA DE PAULA LEITE PROFA;ITU;SALTO;;4,22;2,35
914587;35914587;BAIRRO CARMO MESSIAS;SAO ROQUE;IBIUNA;;3,05;2,51
914605;35914605;WILSON RAMOS BRANDAO PROFESSOR;SOROCABA;SOROCABA;;3,42;2,32
914617;35914617;OVIDIO ANTONIO DE SOUZA REVDO;SOROCABA;SOROCABA;;2,36;1,63
914629;35914629;GENEZIA IZABEL CARDOSO MENCACCI PROFESSORA;SOROCABA;SOROCABA;;4,50;
914630;35914630;JORGE MADUREIRA PROFESSOR;SOROCABA;SOROCABA;;3,64;2,81
914666;35914666;DIMPINA ROCHA LOPES PROFESSORA;VOTORANTIM;PIEDADE;;3,90;2,53
914678;35914678;OCTAVIO MARCONDES FERRAZ ENGENHEIRO;LESTE 4;SAO PAULO;5,40;;
914691;35914691;LIVIO XAVIER;LESTE 2;SAO PAULO;;3,33;2,15
914708;35914708;ARACI ZEBRAL TEIXEIRA;LESTE 2;SAO PAULO;;3,00;1,85
914712;35914712;SERGIO ESTANISLAU CAMARGO;LESTE 3;SAO PAULO;4,17;;
914721;35914721;ZIPORA RUBINSTEIN PROFESSORA;LESTE 3;SAO PAULO;;3,43;2,61
914733;35914733;FLAVIO LA SELVA PROFESSOR;SUL 2;SAO PAULO;;2,97;2,10
914745;35914745;NORBERTO ALVES RODRIGUES PROFESSOR;SUL 2;SAO PAULO;4,72;3,42;
914757;35914757;MARIA CELIA FALCAO RODRIGUES PROFESSORA;GUARULHOS NORTE;GUARULHOS;;2,65;1,86
914769;35914769;MIQUELINA PEDROSO MAGNANI PROFESSORA;SANTO ANDRE;SANTO ANDRE;;3,40;2,30
914782;35914782;DONIZETTI APARECIDO LEITE PROFESSOR;ITAPECERICA DA SERRA;EMBU-GUACU;;3,42;1,76
914794;35914794;EURICO DA SILVA BASTOS DOUTOR PROFESSOR;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;4,30;;
914800;35914800;ADALBERTO MECCA SAMPAIO PROFESSOR;CARAPICUIBA;CARAPICUIBA;4,99;3,32;2,11
914812;35914812;MANOEL DE MELO MISSIONARIO;LESTE 4;SAO PAULO;5,66;;
914824;35914824;PASQUALE FILIPPELLI PADRE;SUL 1;SAO PAULO;4,53;;
914836;35914836;RENE MUAWAD PRESIDENTE;SUL 3;SAO PAULO;6,23;;
914848;35914848;LEVI PEREIRA MARTINS PROFESSOR;ITAPECERICA DA SERRA;EMBU-GUACU;3,47;3,64;2,86
914859;35914859;ANDREI SAKHAROV;CARAPICUIBA;CARAPICUIBA;5,13;;
914873;35914873;UACURY RIBEIRO DE ASSIS BASTOS PROFESSOR;CAMPINAS LESTE;CAMPINAS;5,00;2,90;
914885;35914885;SERGIO PEREIRA PORTO FISICO;CAMPINAS LESTE;CAMPINAS;7,07;;
914897;35914897;FRANCISCO DE ASSIS;CAMPINAS OESTE;CAMPINAS;4,08;2,76;2,30
914915;35914915;MARIA GERTRUDES CARDOSO REBELLO IRMA;LIMEIRA;LIMEIRA;;3,51;
914927;35914927;DORIVALDO DAMM PROFESSOR;LIMEIRA;LIMEIRA;6,16;4,12;2,56
914940;35914940;SAVINO CAMPIGLI;SUMARE;SUMARE;;3,28;2,86
914988;35914988;ORLANDO PEREZ PROFESSOR;SAO CARLOS;SAO CARLOS;;3,39;2,10
914997;35914997;ATTILIA PRADO MARGARIDO;SAO CARLOS;SAO CARLOS;;3,30;2,50
915002;35915002;LUIZ MARCARI;SERTAOZINHO;BARRINHA;;;2,33
915026;35915026;JOAO MOROTTI FILHO;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;4,33;2,79;
915075;35915075;BAIRRO BOA VISTA INTERVALES;ITAPEVA;RIBEIRAO GRANDE;;3,29;2,47
915087;35915087;BAIRRO FERREIRA DOS MATOS;ITAPEVA;RIBEIRAO GRANDE;;3,58;2,44
915105;35915105;BAIRRO DO TOME;ITARARE;ITABERA;5,75;;
915117;35915117;RICARDO CAMPOLIM DE ALMEIDA NETO;ITAPEVA;NOVA CAMPINA;;;1,70
915233;35915233;BUENO DE AZEVEDO FILHO PROF;CAIEIRAS;FRANCISCO MORATO;;3,13;1,99
915269;35915269;CONDOMINIO RESIDENCIAL VILLAGE;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;3,19;1,69
915282;35915282;BAIRRO VITALINO;ITAPECERICA DA SERRA;JUQUITIBA;5,81;;
915497;35915497;RICARDO SAMPAIO CARDOSO JUDOCA;SANTOS;SANTOS;;;2,61
915555;35915555;CORDELIA RIBEIRO RAGOZO PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;5,63;4,18;
915580;35915580;ENEAS CEZAR FERREIRA DOUTOR;CAMPINAS OESTE;CAMPINAS;5,44;;
915592;35915592;HUGO PENTEADO TEIXEIRA;CAMPINAS OESTE;CAMPINAS;3,37;2,48;2,05
915609;35915609;PROFESSOR MARCIO BORGES MACHADO;JUNDIAI;ITUPEVA;;2,79;2,16
915658;35915658;MARLY DIVA BONFANTI PROFA;NORTE 2;SAO PAULO;4,38;3,55;
915661;35915661;EUNICE TEREZINHA DE OLIVEIRA FRAGOAS PROFA;NORTE 2;SAO PAULO;3,66;2,75;
915671;35915671;HERMINIA DE ANDRADE PFUHL NEVES PROFESSORA;LESTE 1;SAO PAULO;;3,00;2,27
915683;35915683;ZILDA ARNS NEUMANN;LESTE 1;SAO PAULO;;3,05;1,85
915695;35915695;RENATO DIAS DE ARAUJO PROF;LESTE 2;SAO PAULO;4,33;;
915701;35915701;BRENO DI GRADO PROF;LESTE 2;SAO PAULO;3,89;;
915725;35915725;JACQUES ORLANDO CAMINHA D AVILA REVERENDO;SUL 2;SAO PAULO;3,96;;2,46
915737;35915737;VICTOR CIVITA;GUARULHOS SUL;GUARULHOS;5,30;;
915749;35915749;JOSE MARCATO;DIADEMA;DIADEMA;;3,27;2,28
915750;35915750;CELIO LUIZ NEGRINI PROFESSOR;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,17;2,38
915828;35915828;CARMEN DA SILVA PINTO PROFESSORA;TUPA;IACRI;5,15;;
915944;35915944;ALBERTO VELLONE PADRE;MOGI MIRIM;CONCHAL;;4,71;3,83
916024;35916024;ALTIMIRA PINKE PROFESSORA;PIRASSUNUNGA;LEME;;2,98;2,31
916080;35916080;MARIO FIORANTE PROFESSOR;TUPA;RANCHARIA;;3,77;
916110;35916110;MARIA PIA SILVA CASTRO PROFA;FRANCA;FRANCA;;3,47;1,92
916122;35916122;MARIA APARECIDA SALES MANREZA PROFA;FRANCA;PEDREGULHO;;2,57;2,27
916183;35916183;PERICLES SOARES;SAO CARLOS;SAO CARLOS;5,07;;
916262;35916262;ELOYNA SALGADO RIBEIRO PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;;3,65;3,22
916286;35916286;ESCOLASTICA ANTUNES SALGADO PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;;3,65;2,16
916304;35916304;JOAO FERREIRA DOS SANTOS PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;5,38;3,71;
916341;35916341;BAIRRO ENGENHEIRO MAIA;ITARARE;ITABERA;6,76;;
916432;35916432;FERNANDO GUEDES DE MORAES PROF;ITAPETININGA;TATUI;;3,20;2,21
916473;35916473;JARDIM PRIMAVERA;VOTORANTIM;SALTO DE PIRAPORA;;2,72;2,12
916493;35916493;JULIO DE CARVALHO BARATA;LESTE 1;SAO PAULO;;2,99;1,63
916500;35916500;HUGO TAKAHASHI ENG;LESTE 2;SAO PAULO;5,13;;
916511;35916511;RUBEM BRAGA CRONISTA;LESTE 2;SAO PAULO;4,30;;
916523;35916523;EDER BERNARDES DOS SANTOS SOLDADO PM;LESTE 2;SAO PAULO;;2,59;1,76
916535;35916535;ROGER JULES DE CARVALHO MANGE;LESTE 2;SAO PAULO;4,25;;
916559;35916559;JOVIANO SATLER DE LIMA PROFESSOR;SUZANO;SUZANO;;2,13;2,17
916584;35916584;PARQUE PIRATININGA;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;3,32;2,24
916651;35916651;ISIS CASTRO DE MELLO CESAR PROFA;PINDAMONHANGABA;PINDAMONHANGABA;;3,70;
916675;35916675;JOSE MAZELLA PROFESSOR;TAUBATE;TAUBATE;;1,88;3,02
916699;35916699;MIGUEL PIRES GODINHO;VOTORANTIM;PIEDADE;;3,47;2,83
916717;35916717;PERICLES EUGENIO DA SILVA RAMOS PROFESSOR;REGISTRO;CANANEIA;;2,01;2,98
916729;35916729;GUSTAVO BARROSO;NORTE 2;SAO PAULO;;2,54;1,75
916730;35916730;BRENNO ROSSI MAESTRO;LESTE 3;SAO PAULO;;3,07;2,03
916742;35916742;SIMAO MATHIAS PROFESSOR;LESTE 3;SAO PAULO;;;1,96
916754;35916754;PEDRO GERALDO COSTA DEPUTADO;LESTE 2;SAO PAULO;4,19;2,56;1,51
916766;35916766;CONJUNTO HABITACIONAL ITAQUERA IV I;LESTE 3;SAO PAULO;3,86;;
916785;35916785;SERGIO ROCHA KIEHL PROFESSOR;LESTE 3;SAO PAULO;4,65;;
916791;35916791;AFIZ GEBARA DOUTOR;SUL 2;SAO PAULO;;3,75;2,39
916808;35916808;JOSE RAUL POLETTO;SUL 2;SAO PAULO;3,80;3,13;
916812;35916812;BELKICE MANHAES REIS PROFESSORA;SUL 3;SAO PAULO;4,58;;
916821;35916821;PEDRO ROBERTO VAGHI;GUARULHOS NORTE;GUARULHOS;;3,22;
916833;35916833;ANTONIO ROSAS DA SILVA GALVAO PROFESSOR;GUARULHOS NORTE;GUARULHOS;;2,76;
916845;35916845;ANNA LAMBERGA ZEGLIO;GUARULHOS SUL;GUARULHOS;4,38;3,13;
916857;35916857;CONJUNTO HABITACIONAL BAIRRO DOS PIMENTAS II;GUARULHOS SUL;GUARULHOS;;2,51;1,99
916869;35916869;LENITA CORREA CAMARGO PROFA;CAIEIRAS;FRANCISCO MORATO;;3,07;2,55
916900;35916900;YOLANDA BASSI PROFESSORA;SUZANO;SUZANO;4,09;3,43;
916924;35916924;EURYCLIDES DE JESUS ZERBINI;MOGI DAS CRUZES;MOGI DAS CRUZES;;3,61;
916948;35916948;JOSE SANCHES JOSENDE PROFESSOR;MOGI DAS CRUZES;MOGI DAS CRUZES;;;2,11
916959;35916959;BRANCA BAUMANN DO AMARAL PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;;2,90;
916961;35916961;JOSE RIBEIRO GUIMARAES;MOGI DAS CRUZES;MOGI DAS CRUZES;;3,00;1,99
916985;35916985;EDEVALDO PERASSI PROFESSOR;SANTO ANDRE;SANTO ANDRE;2,95;;
917000;35917000;CASEMIRO POFFO PROFESSOR;MAUA;RIBEIRAO PIRES;;3,71;2,48
917011;35917011;FERNAO DIAS PAES LEME;CARAPICUIBA;COTIA;;3,45;
917035;35917035;ZILDA DOMINGOS DE OLIVEIRA;CARAPICUIBA;CARAPICUIBA;4,54;;
917084;35917084;LUIZ SCHUNCK;ITAPECERICA DA SERRA;EMBU-GUACU;4,41;;
917102;35917102;DOMINGOS MILANO;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;3,60;2,47
917151;35917151;FERNANDO BARBOSA PROF;MOGI MIRIM;AMPARO;6,26;;
917199;35917199;HARUE MATSUMOTO ASAKAWA PROFESSORA;TUPA;BASTOS;5,98;;
917254;35917254;EDGAR MELLO MATTOS DE CASTRO ENGENHEIRO;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;;2,71;2,22
917266;35917266;XENOFONTE STRABAO DE CASTRO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;5,80;3,66;1,96
917291;35917291;ALZIRA SALOMAO PROFESSORA;SAO JOSE DO RIO PRETO;NOVA GRANADA;;3,93;
917312;35917312;FRANCISCO GUEDELHA PROF;BOTUCATU;BOTUCATU;;1,95;2,11
917382;35917382;PAULINA MADRE;LESTE 2;SAO PAULO;;3,07;1,80
917394;35917394;ANIZ BADRA DOUTOR;SUL 3;SAO PAULO;4,02;;
917448;35917448;ANA HERONDINA SOARES SCHYCHOF PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;5,72;3,81;
917503;35917503;MARLENE ADUA FORTUNATO PROFESSORA;SUL 3;SAO PAULO;3,85;3,27;2,12
917515;35917515;MARIA REGINA DEMARCHI FANANI;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;4,87;3,09
917540;35917540;CONCEICAO APARECIDA TERZA GOMES CARDINALES PROFESSORA;SUMARE;HORTOLANDIA;;2,96;
917552;35917552;HEDY MADALENA BOCCHI PROFESSORA;SUMARE;HORTOLANDIA;;3,40;2,91
917588;35917588;MARIA DE LOURDES NASCIMENTO GUERREIRO PROFESSORA;PIRASSUNUNGA;SANTA CRUZ DAS PALMEIRAS;;3,08;1,56
917597;35917597;AMINTAS ROCHA BRITO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;5,26;;
917643;35917643;GERACINA DE MENEZES SANCHES PROFESSORA;BIRIGUI;BIRIGUI;;3,69;2,92
917655;35917655;JOAO SIMOES NETTO PROF;BAURU;BAURU;3,03;;
917680;35917680;ESMERALDA LEONOR FURLANI CALAF PROFESSORA;JAU;PEDERNEIRAS;;3,79;2,38
917746;35917746;JOSE DINI;BRAGANCA PAULISTA;SOCORRO;4,42;3,85;2,64
917758;35917758;DISNEI FRANCISCO SCORNAIENCHI DOUTOR;CAMPINAS OESTE;CAMPINAS;5,91;4,10;2,87
917761;35917761;ALBERTO FIERZ;LIMEIRA;COSMOPOLIS;;;3,22
917783;35917783;ANTONIO SPROESSER PROFESSOR;CAPIVARI;MONTE MOR;;;1,92
917837;35917837;LEONTINA SILVA BUSCH PROFESSORA;LIMEIRA;LIMEIRA;;3,14;2,36
917898;35917898;JOAO CHIARINI DOUTOR PROFESSOR;PIRACICABA;PIRACICABA;;3,45;2,76
917916;35917916;ZITA DE GODOY CAMARGO PROFESSORA;LIMEIRA;RIO CLARO;;3,33;2,31
917928;35917928;CONJUNTO HABITACIONAL DONA DOSANJOS MACEDO;SAO JOAO DA BOA VISTA;AGUAI;4,38;;
917953;35917953;CANDIDO JOSE MARTINEZ PROFESSOR;SUMARE;SUMARE;6,45;;
917965;35917965;ANTONIO ZANLUCHI PROFESSOR;SUMARE;HORTOLANDIA;;2,93;2,07
917977;35917977;LENY BARROS DA SILVA PROFA;ASSIS;ASSIS;;4,34;3,12
917990;35917990;NASIB CURY;MARILIA;MARILIA;;2,89;
918015;35918015;MARIA ANTONIA ZANGARINI FERREIRA PROFESSORA;MIRANTE DO PARANAPANEMA;EUCLIDES DA CUNHA PAULISTA;;3,49;3,07
918040;35918040;ANNA DE MELLO CASTRIANI PROFESSORA;PRESIDENTE PRUDENTE;REGENTE FEIJO;;3,16;2,06
918052;35918052;BAIRRO PE DA SERRA;MIRACATU;IGUAPE;;2,41;
918155;35918155;JESUS GUILHERME GIACOMINI;RIBEIRAO PRETO;RIBEIRAO PRETO;4,34;;
918167;35918167;JORGE RODINI LUIZ PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;6,32;;
918313;35918313;BENTO ABELAIRA GOMES PROFESSOR;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;;3,02;2,39
918337;35918337;CELSO ABBADE MOURAO;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;;3,21;2,10
918349;35918349;SEBASTIAO ALMEIDA OLIVEIRA;VOTUPORANGA;VOTUPORANGA;;4,05;2,63
918362;35918362;HILDA ROCHA PINTO PROFA;GUARATINGUETA;CRUZEIRO;;3,41;1,91
918398;35918398;BAIRRO DO CEDRO;TAUBATE;PARAIBUNA;;3,12;2,38
918489;35918489;CELSO FERREIRA DA SILVA PROFESSOR;AVARE;AVARE;;3,52;
918519;35918519;EURINY DE SOUZA VIEIRA PROFA;ITAPETININGA;ITAPETININGA;;3,58;
918532;35918532;JARDIM SANTA INES;ITARARE;ITABERA;4,95;;
918556;35918556;ELISA DE CAMPOS LIMA NOVELLI DONA;ITARARE;ITAPORANGA;;3,19;2,00
918581;35918581;DOLORES ANTUNES DA SILVA;ITU;SALTO;;2,97;2,37
918593;35918593;ANA CECILIA MARTINS PROFESSORA;SOROCABA;SOROCABA;;3,80;2,56
918623;35918623;ELIANE APARECIDA DANTAS DA SILVA PROFESSORA;SUZANO;FERRAZ DE VASCONCELOS;;2,57;1,77
918659;35918659;ASA BRANCA DA SERRA;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3,33;2,39
918672;35918672;BAIRRO BOA VISTA;ITAPECERICA DA SERRA;EMBU-GUACU;;3,69;
918684;35918684;MASAITI SEKINE PROFESSOR;SUZANO;SUZANO;;4,23;
918702;35918702;JOSE LEANDRO DE BARROS PIMENTEL;ITAPEVI;BARUERI;;;1,83
918748;35918748;FELICIO TONETTI;NORTE 2;SAO PAULO;5,82;;
918763;35918763;ROQUE SAVIOLI;CARAPICUIBA;COTIA;;3,19;1,50
918787;35918787;WILMAR SOARES DA SILVA;ITAPEVI;JANDIRA;;;3,58
918799;35918799;SILVIA APARECIDA DOS SANTOS PROFESSORA;TABOAO DA SERRA;TABOAO DA SERRA;;3,77;2,80
918805;35918805;LEONOR MENDES DE BARROS;ITAPEVI;BARUERI;;;3,41
918817;35918817;NEIDE CELESTINA DE OLIVEIRA PROFA;ITAPECERICA DA SERRA;EMBU-GUACU;;5,03;
918829;35918829;JOSE MARIA PEREZ FERREIRA PROFESSOR;CARAPICUIBA;CARAPICUIBA;;3,54;2,51
918830;35918830;JARDIM CAMPESTRE;ITAPECERICA DA SERRA;EMBU-GUACU;4,62;;
918854;35918854;ANNA PERES DA SILVA PROFESSORA;AMERICANA;AMERICANA;5,61;;
918866;35918866;JOANITA KAMMER MARTINS PEREIRA PROFESSORA;PIRASSUNUNGA;ARARAS;4,88;;
918908;35918908;MARIA TERESA DO ESPIRITO SANTO;VOTORANTIM;PIEDADE;;3,41;2,94
918994;35918994;PAULO MACHADO DE CARVALHO;CENTRO;SAO PAULO;4,75;;
919007;35919007;CHACARA FLORIDA II;ITAPECERICA DA SERRA;EMBU-GUACU;5,44;;
919019;35919019;ADA CARIANI AVALONE PROFA;BAURU;BAURU;5,19;2,71;2,57
919056;35919056;MARCIA APARECIDA DA SILVA FARIA RIES PROFESSORA;TABOAO DA SERRA;EMBU DAS ARTES;;3,31;2,60
919068;35919068;ANTONIO DE OLIVEIRA GODINHO PADRE;CARAPICUIBA;CARAPICUIBA;4,82;3,11;2,29
919093;35919093;ALICE MARIA DA SILVA FERREIRA;CARAPICUIBA;CARAPICUIBA;4,01;;
919111;35919111;JOANA HELENA DE CASTILHO MARQUES PROFESSORA;PENAPOLIS;PENAPOLIS;;3,97;2,24
919123;35919123;JOAO PEDRO FERNANDES;BAURU;BAURU;5,13;;
919135;35919135;EDUARDO REBOUCAS DE CARVALHO PADRE;LINS;LINS;;2,52;
919147;35919147;MARIA DE LOURDES MAIA FROTA PROFA;AMERICANA;SANTA BARBARA D'OESTE;;3,55;2,38
919159;35919159;ATTILIO DEXTRO PROF;AMERICANA;SANTA BARBARA D'OESTE;;3,82;3,83
919160;35919160;LAURA EMMIE PYLES PROFA;AMERICANA;SANTA BARBARA D'OESTE;6,15;;
919214;35919214;LUZIA DELLA ROSA HACL PROFESSORA;BRAGANCA PAULISTA;NAZARE PAULISTA;4,93;;
919238;35919238;BAIRRO NOSSA SENHORA APARECIDA;SAO JOAO DA BOA VISTA;ITOBI;3,84;;
919299;35919299;MARCOS ALEXANDRE SODRE PROFESSOR;JUNDIAI;VARZEA PAULISTA;;3,31;2,12
919305;35919305;DUILIO MAZIERO;JUNDIAI;JARINU;;2,95;2,62
919317;35919317;ARMANDO FALCONE PROFESSOR;LIMEIRA;ARTUR NOGUEIRA;;3,39;2,41
919330;35919330;JURACY NEVES DE MELLO FERRACCIU PROFESSOR;PIRACICABA;PIRACICABA;;3,91;2,99
919354;35919354;VICENTE LUIS GROSSO;PIRACICABA;SAO PEDRO;;;2,69
919366;35919366;BAIRRO JAGUARI;SAO JOAO DA BOA VISTA;SANTO ANTONIO DO JARDIM;;4,64;3,93
919378;35919378;RECREIO ALVORADA;SUMARE;HORTOLANDIA;4,61;3,37;1,91
919408;35919408;ERNESTO MASSELANI;ARARAQUARA;MATAO;5,92;;
919412;35919412;MARLENE FRATTINI PROFA;ARARAQUARA;MATAO;;3,92;
919433;35919433;MARIA VIRGINIA MANSUR BIAGI PROFESSORA;RIBEIRAO PRETO;BATATAIS;;4,75;2,76
919469;35919469;LUCIA GISSI CERASO PROFA;FRANCA;FRANCA;5,93;;
919470;35919470;SEBASTIAO FRANCISCO FERRAZ DE ARRUDA PROF;TAQUARITINGA;ITAPOLIS;6,14;4,13;
919548;35919548;ADREANA COMAR PROFA;TAQUARITINGA;DOBRADA;4,25;;
919559;35919559;BAIRRO JAIRE;MIRACATU;IGUAPE;;1,42;
919561;35919561;BAIRRO DO ENGANO;MIRACATU;MIRACATU;;2,81;2,33
919664;35919664;ALZIRA TONELLI ZACCARELLI PROFESSORA;BARRETOS;OLIMPIA;;3,82;
919688;35919688;SONIA MARIA VENTURELLI PROFESSORA;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;;3,72;2,49
919697;35919697;MARIA NIVEA COSTA PINTO FREITAS PROFA;VOTUPORANGA;VOTUPORANGA;;4,71;2,82
919724;35919724;ZILAH FERREIRA VIAGI PASSARELLI DE CAMPOS PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;;3,93;2,53
919731;35919731;MARIA GOMIDE SANTOS DE SOUZA PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6,07;;
919755;35919755;JOSE FREDERICO MARQUES PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;4,07;;
919767;35919767;ARRECIERES NATALI;TAUBATE;CACAPAVA;;2,94;2,17
919779;35919779;VERA LUCIA COSMO LUCENA PROFESSORA;APIAI;APIAI;4,47;3,13;
919822;35919822;MARIA DE LOURDES BARREIROS CARVALHO PROFA;ITAPETININGA;ITAPETININGA;;2,99;1,91
919858;35919858;AGROVILA III;ITARARE;ITABERA;4,46;;
919913;35919913;MARCO ANTONIO MENCACCI PROFESSOR;SOROCABA;SOROCABA;;3,18;2,38
919925;35919925;DIONYSIO VIEIRA PROFESSOR;SOROCABA;SOROCABA;;2,83;2,13
919950;35919950;SUZANA WALTER;VOTORANTIM;SALTO DE PIRAPORA;5,67;;
919974;35919974;BAIRRO DA BARRA;VOTORANTIM;SALTO DE PIRAPORA;5,50;;
919986;35919986;JOSE ANTONIO DE AFFONSECA ROGE FERREIRA;SAO VICENTE;ITANHAEM;;;2,38
920083;35920083;ANNUNZIATTA LEONILDA VIRGINELLI PRADO PROFESSORA;CAPIVARI;INDAIATUBA;;4,11;2,81
920113;35920113;MARGARIDA PAROLI SOARES PROFESSORA;LIMEIRA;LIMEIRA;;3,52;2,16
920204;35920204;BAIRRO VERAVA;SAO ROQUE;IBIUNA;;2,90;2,17
920216;35920216;BAIRRO VARGEM;SAO ROQUE;IBIUNA;;3,33;2,32
920228;35920228;RAFAEL ORSI FILHO PROFESSOR;SOROCABA;SOROCABA;;4,32;3,42
920236;35920236;ANTONIO VIEIRA CAMPOS;SOROCABA;SOROCABA;;3,74;2,14
920241;35920241;PARQUE IMPERIAL;ITAPEVI;BARUERI;;;1,96
920265;35920265;FULVIO ABRAMO;LESTE 3;SAO PAULO;5,21;;
920277;35920277;RUY DE MELLO JUNQUEIRA;LESTE 3;SAO PAULO;;;1,55
920290;35920290;NEUSA DE FATIMA MARIN BERNARDI PROFESSORA;MAUA;MAUA;5,10;;
920307;35920307;MANOEL RODRIGUES PROFESSOR;MAUA;MAUA;3,99;;
920319;35920319;JOSEPHA DOGO DAMO;MAUA;MAUA;6,17;;
920320;35920320;MARIA CECILIA PANTANO PROFESSORA;MAUA;MAUA;4,62;;
920332;35920332;BRASILISIA MACHADO LOBO PROFA;JACAREI;SANTA ISABEL;;3,78;2,67
920344;35920344;INACIA TERUKO INAGAKI PROFESSORA;SANTO ANDRE;SANTO ANDRE;6,61;4,08;2,65
920381;35920381;HENRIQUE FERREIRA DOS REIS PROFESSOR;PIRASSUNUNGA;PIRASSUNUNGA;;3,78;
920411;35920411;AURORA COELHO PROFESSORA;REGISTRO;REGISTRO;;3,32;2,45
920435;35920435;BAIRRO SAO MIGUEL;GUARATINGUETA;CACHOEIRA PAULISTA;;1,84;3,33
920459;35920459;ELIDIA TEDESCO DE OLIVEIRA PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;5,32;3,20;2,23
920484;35920484;MARTA APARECIDA HJERTQUIST BARBOSA PROFA;BAURU;BAURU;4,37;3,65;
920496;35920496;JOSE DA COSTA BOUCINHAS PROFESSOR;GUARULHOS SUL;GUARULHOS;;3,03;2,30
920502;35920502;LUIZ GONZAGA HORTA LISBOA PROFESSOR;CAMPINAS LESTE;CAMPINAS;6,08;4,30;
920575;35920575;CONJUNTO HABITACIONAL EZEQUIEL BARBOSA;ARACATUBA;ARACATUBA;;2,87;2,16
920587;35920587;OSMAR FRANCISCO DA CONCEICAO DOUTOR;JAU;MACATUBA;;4,12;3,53
920599;35920599;MARIA DE LOURDES BEOZZO FRANCHI PROFA;AMERICANA;SANTA BARBARA D'OESTE;6,28;;
920630;35920630;FLAVIO DE CARVALHO;CAMPINAS OESTE;VALINHOS;;3,45;2,69
920642;35920642;MARIA DO CARMO RICCI VON ZUBEN PROFESSORA;CAMPINAS OESTE;VINHEDO;;;2,88
920666;35920666;JOSE DE CAMPOS PROFESSOR;CAPIVARI;INDAIATUBA;;5,16;
920678;35920678;CYRIACO SCARANELLO PIRES CONEGO;CAPIVARI;MONTE MOR;;2,78;1,92
920757;35920757;THEREZINHA APPARECIDA VILLANI DE CAMARGO PROFA;MOGI MIRIM;MOGI GUACU;;2,81;1,93
920770;35920770;MELLITA LOBENWEIN BRASILIENSE PROFESSORA;PIRACICABA;PIRACICABA;;4,93;
920782;35920782;EDUIR BENEDICTO SCARPARI PROFESSOR;PIRACICABA;PIRACICABA;;4,01;2,19
920794;35920794;CAROLINA MENDES THAME PROFESSORA;PIRACICABA;PIRACICABA;;3,29;2,65
920800;35920800;AVELINA PALMA LOSSO PROFESSORA;PIRACICABA;PIRACICABA;;3,58;2,87
920940;35920940;ANTHENOR FRUET PROF;ITU;ITU;;2,73;2,02
920997;35920997;JESUS JOSE ATTAB PROFESSOR;SUL 3;SAO PAULO;3,92;2,66;1,64
921002;35921002;ALADINO POLON;CAIEIRAS;CAIEIRAS;;3,15;1,70
921026;35921026;PEDRO PAULO DE AGUIAR;CAIEIRAS;FRANCISCO MORATO;;2,79;1,91
921038;35921038;LUIZ ALEXANDRE DOS SANTOS VEREADOR;CAIEIRAS;FRANCO DA ROCHA;;2,46;2,29
921048;35921048;FRANCISCO MILTON DE ANDRADE;GUARULHOS NORTE;GUARULHOS;4,73;3,63;2,42
