CODIGO CIE;CODIGO INEP;ESCOLA;DIRETORIA;MUNICIPIO;ANOS INICIAIS;ANOS FINAIS;ENSINO MEDIO
39524;35039524;TRISTAO DE ATHAYDE;DIADEMA;DIADEMA;7,67;;
39536;35039536;JULIO PIGNATARI DOUTOR;SANTO ANDRE;SANTO ANDRE;4,36;;
39548;35039548;VLADIMIR HERZOG JORNALISTA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,30;2,76
39559;35039559;MARIO TROMBINI COMENDADOR;CARAGUATATUBA;CARAGUATATUBA;;3,72;2,62
39597;35039597;BENEDITA FREIRE DE MACEDO DONA;JACAREI;JACAREI;;3,52;3,20
39639;35039639;OLIVIA DO AMARAL SANTOS CANETTIERI PROFA;JACAREI;JACAREI;;3,14;1,99
39640;35039640;FRANCISCO LOPES DE AZEVEDO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6,05;4,29;3,41
39652;35039652;LAURA AUGUSTA DE CARVALHO ROSAS PROFA;JACAREI;JACAREI;;3,94;2,40
39664;35039664;JOSE MARCONDES DE MATTOS DOUTOR;TAUBATE;TAUBATE;;;4,56
39676;35039676;MALVINA LEITE E SILVA PROFESSORA;TAUBATE;CACAPAVA;;3,79;2,42
39688;35039688;MARIA BENEDITA DE ALMEIDA BAIDA PROFA;BOTUCATU;SAO MANUEL;;3,66;3,21
39697;35039697;MARIA APARECIDA JUSTO SALVADOR PROFA;BOTUCATU;PRATANIA;;6,10;3,93
39718;35039718;ALBERTO PEREIRA PROFESSOR;ITARARE;ITABERA;;4,55;3,44
39731;35039731;CELIA VASQUES FERRARI DUCH PROFESSORA;ITAPEVA;TAQUARIVAI;;;3,46
39743;35039743;HELADIO CORREA LAURINI MONSENHOR;ITU;CABREUVA;;4,42;3,05
39755;35039755;MIRINHA TONELLO;ITU;SALTO;;3,93;3,02
39779;35039779;MARIA CANDIDA DE BARROS ARAUJO PROFESSORA;SOROCABA;SOROCABA;5,64;;
39780;35039780;IZABEL RODRIGUES GALVAO PROFESSORA;SOROCABA;SOROCABA;6,28;3,68;2,77
39809;35039809;WILSON PRESTES MIRAMONTES PROFESSOR;VOTORANTIM;VOTORANTIM;;4,50;3,45
39810;35039810;DORTI ZAMBELLO CALIL PROFA;AMERICANA;NOVA ODESSA;;3,81;3,05
39822;35039822;HELOIZA THEREZINHA MURBACH LACAVA PROFA;AMERICANA;SANTA BARBARA D'OESTE;;3,42;2,97
39834;35039834;SOLANGE MAURA ALBINO;SUMARE;SUMARE;;3,38;2,53
39846;35039846;ANTONIO ZANAGA PREFEITO;AMERICANA;AMERICANA;;3,65;2,88
39858;35039858;LIOMAR FREITAS CAMARA PROFESSORA;SUMARE;HORTOLANDIA;;;3,34
39861;35039861;YASUO SASAKI;SUMARE;HORTOLANDIA;;4,05;3,62
39895;35039895;BENEDICTA DE SALLES PIMENTEL WUTKE PROFESSORA;CAMPINAS OESTE;CAMPINAS;5,87;3,16;2,64
39901;35039901;CARLOS ALBERTO GALHIEGO PROFESSOR;CAMPINAS OESTE;CAMPINAS;;3,92;2,45
39913;35039913;JOSE NARCISO VIEIRA EHRENBERG PADRE;SUMARE;PAULINIA;;3,55;2,75
39962;35039962;ADIB MIGUEL HADDAD;JUNDIAI;JUNDIAI;;3,83;3,11
39974;35039974;ALBINO MELO DE OLIVEIRA PROFESSOR;JUNDIAI;JUNDIAI;;4,07;2,87
40034;35040034;JOSEPHINA DE CAMARGO NEVES PROFESSORA;JABOTICABAL;GUARIBA;;;2,70
40162;35040162;MARIA EVANILDA GOMES PROFESSORA;PRESIDENTE PRUDENTE;PIRAPOZINHO;;4,15;3,80
40186;35040186;AZARIAS RIBEIRO CEL;ASSIS;MARACAI;;5,48;4,57
40216;35040216;BIECIO DE BRITTO;OURINHOS;SANTA CRUZ DO RIO PARDO;;5,35;4,06
40265;35040265;SANTA RITA DE CASSIA;MIRACATU;MIRACATU;;3,25;2,49
40289;35040289;JOSE ERMIRIO DE MORAES SENADOR;MIRACATU;JUQUIA;;4,07;2,42
40319;35040319;ALFREDO GOMES PROF;NORTE 2;SAO PAULO;5,69;4,09;
40320;35040320;CASSIO CIAMPOLINI DEPUTADO;LESTE 1;SAO PAULO;5,79;;
40332;35040332;ARLINDO PINTO DA SILVA PROF;LESTE 2;SAO PAULO;5,99;3,04;1,79
40356;35040356;OCTAVIO DE ALMEIDA BUENO PROFESSOR;ITARARE;ITAPORANGA;;3,90;2,69
40368;35040368;CONSTANTINO SIMOES DE LIMA PROFESSOR;BRAGANCA PAULISTA;ATIBAIA;;3,84;3,23
40400;35040400;MARIA NEIVA ABDELMASSIH JUSTO PROFESSORA;CAMPINAS OESTE;VALINHOS;;5,00;4,34
40423;35040423;ANTONIO CARLOS COUTO DE BARROS DOUTOR;CAMPINAS LESTE;CAMPINAS;6,89;;
40435;35040435;JOAO SAMPAIO DOUTOR;PIRACICABA;PIRACICABA;;3,62;2,69
40459;35040459;JOAO GUIDOTTI;PIRACICABA;PIRACICABA;;3,93;2,88
40460;35040460;OSMAR BASTOS CONCEICAO PROFESSOR;NORTE 1;SAO PAULO;6,70;;
40472;35040472;ORLANDO SILVA;LESTE 3;SAO PAULO;5,63;;
40496;35040496;TADAO SAKAI VEREADOR;MOGI DAS CRUZES;MOGI DAS CRUZES;4,58;3,16;2,56
40502;35040502;JOSE BARBOSA DE ARAUJO VEREADOR;ITAQUAQUECETUBA;ITAQUAQUECETUBA;;2,60;3,17
40514;35040514;SEBASTIAO PEREIRA VIDAL;SUZANO;SUZANO;;4,06;3,51
40548;35040548;NESTOR DE CAMARGO PREFEITO;ITAPEVI;BARUERI;;;4,76
40551;35040551;LENIO VIEIRA DE MORAES PROFESSOR;ITAPEVI;BARUERI;;;2,30
40587;35040587;LUIZ PEREIRA SOBRINHO PROFESSOR;CARAPICUIBA;CARAPICUIBA;4,61;3,09;2,30
40599;35040599;JOSE BENICIO DOS SANTOS;CARAPICUIBA;CARAPICUIBA;5,36;;
40605;35040605;JORGE JULIAN;CARAPICUIBA;CARAPICUIBA;;3,78;2,33
40617;35040617;DERVILLE ALLEGRETTI DEPUTADO;CARAPICUIBA;CARAPICUIBA;5,64;3,16;2,32
40629;35040629;MARIA MARQUES DE NORONHA PROFESSORA;CARAPICUIBA;CARAPICUIBA;4,18;;
40654;35040654;MARIA NELIDA SAMPAIO DE MELLO DONA;TABOAO DA SERRA;EMBU DAS ARTES;5,24;3,45;
40666;35040666;ROSANA SUELI FUNARI PROFESSORA;TABOAO DA SERRA;EMBU DAS ARTES;;3,43;2,48
40678;35040678;RUBEM CARLOS LUDWIG GENERAL;TABOAO DA SERRA;EMBU DAS ARTES;;2,69;3,37
40685;35040685;EDUARDO VAZ DOUTOR;TABOAO DA SERRA;EMBU DAS ARTES;;2,50;2,08
40691;35040691;ISABEL LUCCI DE OLIVEIRA PROFESSORA;TABOAO DA SERRA;EMBU DAS ARTES;;3,19;2,66
40708;35040708;LEONICE DE AQUINO OLIVEIRA;ITAPECERICA DA SERRA;EMBU-GUACU;;4,05;2,99
40721;35040721;SALVADOR DE LEONE;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;5,35;4,30
40733;35040733;MASSAKO HIGASHIOKA PROFESSORA;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;4,11;3,64
40745;35040745;EDUARDO ROBERTO DAHER;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;6,95;3,42;2,65
40757;35040757;JOAQUIM FERNANDO PAES DE BARROS NETO;ITAPECERICA DA SERRA;ITAPECERICA DA SERRA;;3,91;2,54
40769;35040769;DOMINGOS MIGNONI;TABOAO DA SERRA;TABOAO DA SERRA;;5,46;4,51
40770;35040770;NEUZA DE OLIVEIRA PREVIDE PROFESSORA;OSASCO;OSASCO;;3,56;2,22
40800;35040800;ARMANDO GABAN PROFESSOR;OSASCO;OSASCO;;2,90;2,24
40824;35040824;IGNACIO MIGUEL ESTEFNO;SANTOS;GUARUJA;;3,57;2,14
40836;35040836;YONNE CESAR GUAYCURU DE OLIVEIRA PROFESSORA;PINDAMONHANGABA;PINDAMONHANGABA;;;2,77
40848;35040848;MARIA DE ALBUQUERQUE DIAS BAPTISTA PROFA;APIAI;ITAPIRAPUA PAULISTA;;3,76;3,03
40859;35040859;PROCOPIO FERREIRA;CAMPINAS OESTE;CAMPINAS;7,22;4,50;3,76
40861;35040861;LEONOR ZUHLKE FALSON PROFESSORA;CAMPINAS LESTE;CAMPINAS;6,82;;
40873;35040873;JAMIL GADIA DEPUTADO;CAMPINAS OESTE;CAMPINAS;;4,96;4,83
40885;35040885;JOCENY VILLELA CURADO PROFESSORA;JUNDIAI;JUNDIAI;;4,36;3,75
40939;35040939;CARLOS CHAGAS DR;BAURU;BAURU;5,99;2,97;1,62
40964;35040964;LEONOR RENDESI PROFESSORA;LESTE 1;SAO PAULO;4,62;3,16;2,39
40976;35040976;PEDRO DE ALCANTARA MARCONDES MACHADO PROFESSOR;LESTE 1;SAO PAULO;;3,24;2,37
40988;35040988;MARIA AUGUSTA CORREA PROFESSORA;LESTE 1;SAO PAULO;5,70;3,43;2,16
40997;35040997;CLOVIS DE OLIVEIRA PROFESSOR DOUTOR;SUL 1;SAO PAULO;4,58;3,44;2,06
41002;35041002;RONALDO GARIBALDI PERETTI PROFESSOR;SUL 2;SAO PAULO;4,18;3,33;2,09
41014;35041014;GUIOMAR NOVAES;SUL 1;SAO PAULO;7,54;;
41026;35041026;JOITI HIRATA;SUL 2;SAO PAULO;6,73;;2,46
41038;35041038;ANTONIO MANOEL ALVES DE LIMA;SUL 2;SAO PAULO;;3,80;2,45
41048;35041048;MANOEL TABACOW HIDAL PROFESSOR;SUL 1;SAO PAULO;;4,06;2,29
41051;35041051;CAROLINA CINTRA DA SILVEIRA PROFESSORA;SUL 2;SAO PAULO;6,47;3,13;2,23
41063;35041063;LUIS MAGALHAES DE ARAUJO PROFESSOR;SUL 2;SAO PAULO;;;2,53
41075;35041075;ARTHUR WEINGRILL;CAIEIRAS;MAIRIPORA;;5,00;
41099;35041099;ALLYRIO DE FIGUEIREDO BRASIL PROFESSOR;GUARULHOS NORTE;GUARULHOS;;4,01;3,42
41105;35041105;SYLVIA MAFRA MACHADO PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;;2,03;2,00
41129;35041129;RUBENS MERCADANTE DE LIMA PROFESSOR DOUTOR;MOGI DAS CRUZES;MOGI DAS CRUZES;;3,39;
41130;35041130;NARCISO YAGUE GUIMARAES VEREADOR;MOGI DAS CRUZES;MOGI DAS CRUZES;;2,92;2,26
41142;35041142;THIMOTEO VAN DEN BROECK FREI;MOGI DAS CRUZES;MOGI DAS CRUZES;5,27;3,31;
41154;35041154;SILVIA GAMA BALABEN PROFESSORA;ITAQUAQUECETUBA;POA;;3,60;3,01
41166;35041166;JUSTINO MARCONDES RANGEL PROFESSOR;SUZANO;FERRAZ DE VASCONCELOS;;3,50;2,30
41178;35041178;OSWALDO LACERDA GOMES CARDIM PROFESSOR;DIADEMA;DIADEMA;;3,73;3,05
41185;35041185;ANA MARIA POPPOVIC;DIADEMA;DIADEMA;;3,72;2,82
41191;35041191;RODRIGO SOARES JUNIOR JORNALISTA;DIADEMA;DIADEMA;6,57;;
41221;35041221;ISAMO SERIKIYAKU PROFESSOR;MAUA;MAUA;5,64;4,55;
41233;35041233;MARIO ALEXANDRE FARO NIERI;MAUA;RIBEIRAO PIRES;6,56;5,19;
41245;35041245;DI CAVALCANTI;MAUA;RIBEIRAO PIRES;;4,09;
41257;35041257;FAUSTINA PINHEIRO SILVA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;5,42;
41269;35041269;DOMINGOS PEIXOTO DA SILVA PROFESSOR;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,75;1,99
41270;35041270;JULIETA VIANNA SIMOES DE SANT ANNA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,84;3,76
41282;35041282;MARIA OSORIO TEIXEIRA PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,80;2,19
41294;35041294;JEAN PIAGET;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;5,96;
41300;35041300;NAIL FRANCO DE MELLO BONI PROFESSORA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,82;2,40
41324;35041324;NIDELSE MARTINS DE ALMEIDA PROFESSORA;CARAPICUIBA;CARAPICUIBA;5,94;;
41336;35041336;JOAO GARCIA DE HARO PROFESSOR;CARAPICUIBA;CARAPICUIBA;4,79;3,05;2,01
41348;35041348;BASILIO BOSNIAC;CARAPICUIBA;CARAPICUIBA;6,00;4,17;2,89
41373;35041373;JOAO BATISTA SOLDE;ITAPEVI;JANDIRA;;2,76;1,94
41385;35041385;MOACIR THOMAZ DA SILVA;ITAPEVI;JANDIRA;;2,98;2,50
41439;35041439;OSWALDINA SANTOS PROFA;APIAI;APIAI;4,56;3,56;2,71
41440;35041440;HERMINIA DA SILVEIRA MELLO DONA;APIAI;BARRA DO CHAPEU;;4,04;3,36
41452;35041452;ANEZIA AMORIM MARTINS PROFA;APIAI;ITAOCA;;5,46;2,93
41488;35041488;CANDIDO DE MOURA PROF;MOGI MIRIM;ITAPIRA;;4,10;2,70
41497;35041497;CARLOS LIMA DIAS DOUTOR;SAO JOAO DA BOA VISTA;MOCOCA;;5,06;3,83
41506;35041506;ABELARDO CESAR DOUTOR;SAO JOAO DA BOA VISTA;ESPIRITO SANTO DO PINHAL;4,24;3,02;
41531;35041531;JENNY DE TOLEDO PIZA SCHROEDER PROFESSORA;RIBEIRAO PRETO;RIBEIRAO PRETO;;2,39;1,63
41592;35041592;ALAY JOSE CORREA VEREADOR;REGISTRO;REGISTRO;;3,80;2,73
41609;35041609;SANTO DIAS DA SILVA;SUL 3;SAO PAULO;;3,39;2,46
41610;35041610;LAMIA DEL CISTIA;SANTOS;GUARUJA;;3,23;
41634;35041634;MARIA DULCE MENDES PROFESSORA;SAO VICENTE;SAO VICENTE;;2,89;2,78
41646;35041646;WALDEMAR DE FREITAS ROSA PROFESSOR;SOROCABA;SOROCABA;7,08;;
41658;35041658;GUMERCINDO GONCALVES;SOROCABA;SOROCABA;7,45;;
41661;35041661;NELSON STROILI PROFESSOR;LIMEIRA;RIO CLARO;;3,82;2,70
41671;35041671;AMADOR ARRUDA MENDES PROF;LESTE 4;SAO PAULO;5,95;;
41683;35041683;OTTO DE BARROS VIDAL PROFESSOR;NORTE 1;SAO PAULO;5,47;;
41695;35041695;GUILHERME GIORGI COMENDADOR;LESTE 5;SAO PAULO;5,03;3,62;
41701;35041701;MARIA LOURDES ROSARIO NEGREIROS PROFA;LESTE 4;SAO PAULO;5,93;;
41713;35041713;JOSE DE OLIVEIRA ORLANDI;LESTE 4;SAO PAULO;;3,57;2,33
41725;35041725;MARIA FERRAZ DE CAMPOS PROFA;LESTE 4;SAO PAULO;4,37;3,40;2,07
41737;35041737;FLAVIO JOSE OSORIO NEGRINI PROFESSOR;SUL 1;SAO PAULO;;3,48;1,65
41749;35041749;ALBERTO BADRA DOUTOR;SUL 2;SAO PAULO;6,24;;
41750;35041750;DUGLAS TEIXEIRA MONTEIRO PROFESSOR;SUL 1;SAO PAULO;5,70;3,55;3,26
41762;35041762;MARIA JUVENAL HOMEM DE MELLO PROFA;SUL 3;SAO PAULO;;3,41;2,85
41774;35041774;EMILIO WARWICK KERR PASTOR;SUL 3;SAO PAULO;6,25;4,30;3,07
41786;35041786;JOSEPHINA CINTRA DAMIAO PROFESSORA;SUL 2;SAO PAULO;4,65;3,27;1,98
41798;35041798;ERODICE PONTES DE QUEIROZ REV;SUL 3;SAO PAULO;4,76;2,68;2,01
41804;35041804;SAMUEL WAINER;SUL 3;SAO PAULO;;3,22;2,16
41836;35041836;ISAURA VALENTINI HANSER PROFA;CAIEIRAS;CAIEIRAS;4,60;3,22;2,14
41853;35041853;AFONSO MORENO;CAIEIRAS;FRANCISCO MORATO;;3,62;2,12
41889;35041889;CARLOS GIULIETTO;GUARULHOS NORTE;GUARULHOS;6,76;;
41890;35041890;GLAUBER ROCHA;GUARULHOS NORTE;GUARULHOS;6,29;;
41907;35041907;BENEDITO MANOEL DOS SANTOS;JACAREI;ARUJA;;4,37;
41919;35041919;SEBASTIAO WALTER FUSCO;GUARULHOS SUL;GUARULHOS;;3,40;2,58
41920;35041920;LICINIO CARPINELLI PROFESSOR;GUARULHOS SUL;GUARULHOS;;2,89;2,11
41932;35041932;ARY JORGE ZEITUNE PROFESSOR;GUARULHOS NORTE;GUARULHOS;;3,72;2,48
41944;35041944;ENEDINA GOMES DE FREITAS PROFESSORA;MOGI DAS CRUZES;MOGI DAS CRUZES;;3,64;2,09
41956;35041956;ANTONIO RODRIGUES DE ALMEIDA;SUZANO;SUZANO;6,83;4,21;
41968;35041968;OLINDA FURTADO DE ALBUQUERQUE CAVALCANTE PROFESSORA;MAUA;MAUA;5,55;;
41973;35041973;MARLENE CAMARGO RIBEIRO PROFESSORA;MAUA;MAUA;;3,66;3,24
41981;35041981;FRANCISCO LOURENCO DE MELO PROFESSOR;MAUA;RIO GRANDE DA SERRA;6,02;5,13;3,87
41993;35041993;EDMUNDO LUIZ DE NOBREGA TEIXEIRA;MAUA;RIO GRANDE DA SERRA;5,73;3,39;2,78
42006;35042006;JUAREZ TAVORA MARECHAL;SANTO ANDRE;SANTO ANDRE;;3,71;3,21
42031;35042031;SANTA DALMOLIN DEMARCHI;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;4,86;3,35
42043;35042043;PALMIRA GRASSIOTTO FERREIRA DA SILVA PROF;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,07;2,25
42055;35042055;BRAZILIA TONDI DE LIMA;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;;3,75;2,05
42067;35042067;MARIA CATHARINA COMINO;TABOAO DA SERRA;TABOAO DA SERRA;;4,25;3,63
42092;35042092;MARIA GEMMA DE SOUZA OLIVEIRA PROFESSORA;CARAGUATATUBA;ILHABELA;;;2,66
42110;35042110;ARTHUR DE CAMPOS GONCALVES PROFESSOR;SANTOS;GUARUJA;4,76;;
42122;35042122;LUCAS NOGUEIRA GARCEZ PROFESSOR;SANTOS;GUARUJA;;3,14;2,57
42134;35042134;IDALINO PINEZ PROFESSOR;SANTOS;GUARUJA;4,75;;
42146;35042146;WALDEMAR DA SILVA RIGOTTO PROFESSOR;SANTOS;GUARUJA;;3,34;2,60
42161;35042161;CARMEN MIRANDA;SAO VICENTE;PERUIBE;;;4,88
42171;35042171;VILMA CATHARINA MOSCA LEONE PROFESSORA;SAO VICENTE;PRAIA GRANDE;;;2,39
42195;35042195;BALNEARIO DAS PALMEIRAS;SAO VICENTE;PRAIA GRANDE;;4,78;2,89
42250;35042250;JOSE PINTO MARCONDES PESTANA PROFESSOR;PINDAMONHANGABA;PINDAMONHANGABA;;;3,32
42274;35042274;WILSON PIRES CESAR PROFESSOR;PINDAMONHANGABA;PINDAMONHANGABA;;3,96;2,85
42286;35042286;ADHERBAL DE CASTRO PROF;JACAREI;JACAREI;;4,14;2,80
42298;35042298;GERALDO MARTINS DOS SANTOS PROFESSOR;TAUBATE;PARAIBUNA;;3,49;3,40
42304;35042304;DORIVAL MONTEIRO DE OLIVEIRA PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;;;2,93
42316;35042316;MALBA THEREZA FERRAZ CAMPANER PROFESSORA;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6,94;4,42;3,01
42328;35042328;NELSON DO NASCIMENTO MONTEIRO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;;;5,19
42336;35042336;DOMINGOS DE MACEDO CUSTODIO PROFESSOR;SAO JOSE DOS CAMPOS;SAO JOSE DOS CAMPOS;6,09;3,98;
42341;35042341;ROQUE PASSARELLI PROFESSOR;TAUBATE;CACAPAVA;;4,67;3,73
42389;35042389;PERY GUARANY BLACKMAN PROF;ITU;ITU;;5,23;3,77
42419;35042419;ELZA SALVESTRO BONILHA PROFESSORA;SOROCABA;SOROCABA;5,42;3,60;2,76
42420;35042420;RENATO SENECA DE SA FLEURY PROFESSOR;SOROCABA;SOROCABA;;6,21;
42444;35042444;MARINA GROHMANN SOARES FERNANDES PROFESSORA;SOROCABA;SOROCABA;6,64;;
42468;35042468;CLOTILDE BELINE CAPITANI PROFESSORA;VOTORANTIM;VOTORANTIM;;4,35;3,13
42473;35042473;CONSTANTINO AUGUSTO PINKE PROF;AMERICANA;AMERICANA;;4,47;2,86
42481;35042481;MARCELINO TOMBI PROF;AMERICANA;AMERICANA;7,01;;
42500;35042500;LUIZ CAMPO DALL ORTO SOBRINHO;SUMARE;SUMARE;;;3,81
42523;35042523;LUIS HENRIQUE MARCHI PROFESSOR;SUMARE;SUMARE;5,49;4,11;3,44
42547;35042547;ZORAIDE PROENCA KAYSEL PROFESSORA;SUMARE;SUMARE;6,25;5,40;
42559;35042559;VITO CARMINE CERBASI PROFESSOR;SUMARE;SUMARE;;4,19;4,34
42560;35042560;MARIA CHEILA ALVES PROFESSORA;SUMARE;SUMARE;;4,08;3,26
42572;35042572;ANTONIO DO VALLE SOBRINHO;SUMARE;SUMARE;5,67;3,39;3,14
42584;35042584;JOSE PIRES ALVIM;BRAGANCA PAULISTA;ATIBAIA;;5,18;3,32
42602;35042602;AUGUSTA DO AMARAL PECANHA PROFESSORA;BRAGANCA PAULISTA;PIRACAIA;;4,55;4,19
42614;35042614;NEWTON SILVA TELLES PROFESSOR;CAMPINAS LESTE;CAMPINAS;5,90;;
42626;35042626;SEBASTIAO RAMOS NOGUEIRA PROFESSOR;CAMPINAS LESTE;CAMPINAS;;;3,64
42638;35042638;NELI HELENA ASSIS DE ANDRADE PROFESSORA;CAMPINAS OESTE;CAMPINAS;6,45;;
42648;35042648;VITORIO JOSE ANTONIO ZAMARION PROFESSOR;CAMPINAS LESTE;CAMPINAS;8,23;;
42651;35042651;HILTON FEDERICI PROFESSOR;CAMPINAS LESTE;CAMPINAS;;3,82;3,37
42705;35042705;MARIA JOSE MAIA DE TOLEDO PROFA;JUNDIAI;JUNDIAI;;4,23;
42730;35042730;CUSTODIO ANGELO DE LIMA DOUTOR;PIRASSUNUNGA;LEME;;4,71;
42742;35042742;JOSE NOGUEIRA DE BARROS PROFESSOR;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;;4,13;
42754;35042754;FRANCISCO DIAS PASCHOAL PROFESSOR;SAO JOAO DA BOA VISTA;SAO JOAO DA BOA VISTA;;3,62;2,62
42778;35042778;ALZIRA DIAS DE TOLEDO PIZA PROFA;ARARAQUARA;AMERICO BRASILIENSE;;3,08;2,63
42808;35042808;IOLANDA RIBEIRO NOVAIS PROFA;FRANCA;FRANCA;6,54;;
42870;35042870;RAFAEL LEME FRANCO PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;;4,01;3,14
42882;35042882;ROMUALDO MONTEIRO DE BARROS PROFESSOR;RIBEIRAO PRETO;RIBEIRAO PRETO;4,78;2,75;2,07
42894;35042894;CONDE DO PINHAL;SAO CARLOS;SAO CARLOS;;6,42;5,24
42900;35042900;JULIO ASCANIO MALLET PROF;TAQUARITINGA;ITAPOLIS;7,52;;
42936;35042936;ARMINDA SBRISSIA IRMA;BAURU;BAURU;;2,77;2,05
42959;35042959;FRANCISCO FERREIRA DELGADO JUNIOR CONEGO;JAU;BARRA BONITA;;4,23;3,02
43023;35043023;ARMELINDO FERRARI;FERNANDOPOLIS;FERNANDOPOLIS;;4,45;3,26
43047;35043047;LEONOR DA SILVA CARRAMONA PROFESSORA;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;;5,04;
43059;35043059;MARIA GALANTE NORA PROFESSORA;SAO JOSE DO RIO PRETO;SAO JOSE DO RIO PRETO;;3,76;2,93
43102;35043102;LYDIA HELENA FRANDSEN STUHR PROFESSORA;BIRIGUI;BIRIGUI;;4,38;3,57
43114;35043114;ESTER EUNICE ALMEIDA FARIA DE OLIVEIRA PROFESSORA;PENAPOLIS;PENAPOLIS;;5,16;4,24
43138;35043138;MARCIO DE SOUZA E MELLO MARECHAL DO AR;PRESIDENTE PRUDENTE;ALVARES MACHADO;;;2,84
43148;35043148;PLACIDIO BRAGA NOGUEIRA PROFESSOR;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;;4,87;
43151;35043151;CLOTILDE VEIGA DE BARROS PROFESSORA;PRESIDENTE PRUDENTE;PRESIDENTE PRUDENTE;;3,09;2,34
43205;35043205;JARDIM SAO FRANCISCO;ASSIS;CANDIDO MOTA;4,96;;
43230;35043230;MARIA ANGELA BATISTA DIAS PROFA;ASSIS;PARAGUACU PAULISTA;;;3,18
43242;35043242;ANTONIO REGINATO PROF;MARILIA;MARILIA;;4,54;3,43
43254;35043254;JOSE ALFREDO DE ALMEIDA;MARILIA;MARILIA;;3,41;1,84
43266;35043266;APARECIDA LOPES RAMOS PROFA;MARILIA;ORIENTE;5,78;;
43278;35043278;GENI CUNHA;REGISTRO;CANANEIA;;2,84;2,51
43291;35043291;JOSE PACHECO LOMBA;REGISTRO;REGISTRO;;4,01;3,47
43308;35043308;JOSE AMERICO DE ALMEIDA DOUTOR;CENTRO OESTE;SAO PAULO;5,49;;
43312;35043312;BOM PASTOR;GUARULHOS NORTE;GUARULHOS;6,99;4,02;
43321;35043321;JOAO DE MELO MACEDO;DIADEMA;DIADEMA;5,06;3,91;2,35
43333;35043333;NERCY AMELIA MARTELINI DAHER PROFESSORA;ITAPEVI;PIRAPORA DO BOM JESUS;;;2,09
43345;35043345;MILTON BORGES YPIRANGA;SANTOS;GUARUJA;;3,16;1,92
43357;35043357;ROSELIA BRAGA XAVIER PROFESSORA;SAO VICENTE;ITANHAEM;;3,82;2,08
43369;35043369;LUIZ PAGLIATO;APIAI;GUAPIARA;;3,49;2,63
43394;35043394;JOSE DA CONCEICAO HOLTZ PROF;ITAPETININGA;ITAPETININGA;;4,81;4,26
43412;35043412;GERSON DE BARROS MARGARIDO PROFESSOR;ITAPEVA;ITAPEVA;;;3,12
43497;35043497;ANTONIO CORDEIRO PROFESSOR;SOROCABA;SOROCABA;;2,90;2,37
43515;35043515;ROMEU DE CAMPOS VERGAL DEP;MOGI MIRIM;SERRA NEGRA;6,48;;
43539;35043539;OROZIMBO SOSTENA PROFESSOR;JUNDIAI;JUNDIAI;;4,19;2,85
43540;35043540;LUISA ROLFSEN PETRILLI PROFA;ARARAQUARA;ARARAQUARA;6,69;;
43552;35043552;JOAO DOMINGOS MADEIRA PROFESSOR;JABOTICABAL;BEBEDOURO;;2,68;2,34
43576;35043576;PEDRO AMAURI SILVA PROFESSOR;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;6,55;;
43588;35043588;GRAZIELA MALHEIRO FORTES PROFESSORA;SAO JOAQUIM DA BARRA;SAO JOAQUIM DA BARRA;;4,55;
43597;35043597;AZARIAS LEITE;BAURU;BAURU;;3,45;3,03
43631;35043631;PORTO PRIMAVERA;MIRANTE DO PARANAPANEMA;ROSANA;9,73;3,75;4,04
43655;35043655;ORACINA CORREA DE MORAES RODINE PROFA;MARILIA;MARILIA;;4,02;2,36
43679;35043679;WANDA HELENA TOPPAN NOGUEIRA PROFA;MARILIA;MARILIA;;4,19;
43722;35043722;OSWALDO ARANHA BANDEIRA DE MELLO PROF;LESTE 4;SAO PAULO;5,47;;
43734;35043734;MATTATHIAS GOMES DOS SANTOS REV;LESTE 2;SAO PAULO;6,07;3,23;1,93
