;CD_ALUNO;NOMEDEP;NomeDepBol;RegiaoMetropolitana;CDREDE;DE;CODMUN;MUN;CODESC;TIPOCLASSE;SERIE_ANO;TURMA;CLASSE;SEXO;DT_NASCIMENTO;PERIODO;DEF1;DEF2;DEF3;DEF4;DEF5;Tip_PROVA;Tem_Nec;cad_prova_lp;cad_prova_mat;cad_prova_cie;particip_lp;particip_mat;particip_cie;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;TOTAL_PONTO_CIE;porc_ACERT_lp;porc_ACERT_MAT;porc_CIE;profic_lp;profic_mat;profic_cie;nivel_profic_lp;nivel_profic_mat;nivel_profic_cie;classific_lp;classific_mat;classific_cie;validade
392084;26941697;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;A;260937644;F;20070707;MANHÃ;;;;;;C;0;22;22;22,0;1;1;1;5,0;7,0;9,0;20,8;29,2;37,5;155,9;221,9;200,1;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
392303;26942741;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;B;260638853;M;20050525;MANHÃ;;;;;;C;0;13;13;13,0;1;1;1;5,0;9,0;6,0;20,8;37,5;25,0;207,4;243,5;212,6;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
392320;26942836;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;C;261386312;M;20060919;TARDE;;;;;;C;0;24;24;24,0;1;1;1;17,0;15,0;12,0;70,8;62,5;50,0;268,1;293,2;252,7;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
394321;26952440;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;918672;0;9º Ano EF;A;260938907;M;20061004;MANHÃ;;;;;;C;0;9;9;9,0;1;1;1;13,0;14,0;10,0;54,2;58,3;41,7;208,0;265,8;212,8;Básico;Básico;Abaixo do Básico;Suficiente;Suficiente;Insuficiente;1
394339;26952520;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;A;261386296;M;20071021;TARDE;;;;;;C;0;3;3;3,0;1;1;1;16,0;12,0;17,0;66,7;50,0;70,8;275,2;273,7;313,2;Adequado;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
394886;26954943;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;C;261386270;M;20071127;MANHÃ;;;;;;C;0;14;14;14,0;0;0;1;;;18,0;;;75,0;;;333,1;;;Adequado;;;Suficiente;1
395664;26957861;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;D;260592852;M;20050301;MANHÃ;;;;;;C;0;8;8;8,0;1;1;1;8,0;11,0;10,0;33,3;45,8;41,7;230,7;265,2;252,2;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
396944;26972913;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;B;260592837;F;20050826;MANHÃ;;;;;;C;0;18;18;18,0;1;1;1;17,0;16,0;13,0;70,8;66,7;54,2;327,2;327,5;340,0;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
397253;26977252;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;902160;0;9º Ano EF;A;262086804;F;20080312;TARDE;;;;;;C;0;20;20;20,0;1;1;1;22,0;11,0;17,0;91,7;45,8;70,8;323,2;249,3;312,3;Adequado;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
397256;26977281;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;902160;0;9º Ano EF;A;262086804;F;20080312;TARDE;;;;;;C;0;15;15;15,0;1;1;1;18,0;11,0;16,0;75,0;45,8;66,7;295,1;224,8;318,1;Adequado;Abaixo do Básico;Adequado;Suficiente;Insuficiente;Suficiente;1
397258;26977343;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;9º Ano EF;B;262335581;M;20080414;MANHÃ;;;;;;C;0;17;17;17,0;1;1;0;17,0;16,0;;70,8;66,7;;288,7;287,8;;Adequado;Básico;;Suficiente;Suficiente;;1
397261;26977381;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;B;261386304;M;20080310;TARDE;;;;;;C;0;4;4;4,0;1;1;1;13,0;11,0;18,0;54,2;45,8;75,0;251,2;245,3;297,6;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
397287;26977860;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;9º Ano EF;A;261415681;F;20080316;TARDE;;;;;;C;0;7;7;7,0;1;1;1;23,0;15,0;17,0;95,8;62,5;70,8;337,9;294,1;315,0;Avançado;Básico;Adequado;Avançado;Suficiente;Suficiente;1
397373;26979111;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;C;261386270;M;20080312;MANHÃ;;;;;;C;0;23;23;23,0;1;1;1;13,0;13,0;3,0;54,2;54,2;12,5;244,2;281,6;174,3;Básico;Básico;Abaixo do Básico;Suficiente;Suficiente;Insuficiente;1
397552;26981403;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;918817;0;9º Ano EF;A;262305444;M;20080118;MANHÃ;;;;;;C;0;14;14;14,0;1;1;1;3,0;8,0;8,0;12,5;33,3;33,3;122,5;231,5;207,4;Abaixo do Básico;Básico;Abaixo do Básico;Insuficiente;Suficiente;Insuficiente;1
397556;26981434;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;918817;0;9º Ano EF;A;262305444;F;20071017;MANHÃ;;;;;;C;0;8;8;8,0;1;1;1;20,0;10,0;10,0;83,3;41,7;41,7;283,9;207,3;245,0;Adequado;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
397661;26982730;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;A;260937644;M;20070131;MANHÃ;;;;;;C;0;2;2;2,0;1;1;1;7,0;8,0;7,0;29,2;33,3;29,2;187,4;193,0;164,8;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
397979;26986372;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;B;260592837;F;20050806;MANHÃ;;;;;;C;0;2;2;2,0;1;1;1;6,0;10,0;5,0;25,0;41,7;20,8;207,7;222,7;167,4;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
398154;26988357;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;9º Ano EF;A;260937644;M;20080305;MANHÃ;;;;;;C;0;5;5;5,0;1;1;1;13,0;16,0;13,0;54,2;66,7;54,2;229,7;295,4;261,5;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
398188;26988736;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;E;260592829;F;20050720;NOITE;;;;;;C;0;10;10;10,0;1;1;1;18,0;14,0;10,0;75,0;58,3;41,7;310,1;301,0;277,0;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
398363;26990740;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;C;261386270;M;20071208;MANHÃ;;;;;;C;0;23;23;23,0;0;0;0;;;;;;;;;;;;;;;;1
398374;26990837;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914848;0;9º Ano EF;A;260937727;F;20071107;MANHÃ;;;;;;C;0;14;14;14,0;1;1;1;22,0;20,0;20,0;91,7;83,3;83,3;322,8;349,6;375,2;Adequado;Adequado;Avançado;Suficiente;Suficiente;Avançado;1
398441;26991689;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;9º Ano EF;A;261415681;F;20080523;TARDE;;;;;;C;0;6;6;6,0;1;1;1;14,0;10,0;9,0;58,3;41,7;37,5;239,4;240,9;219,6;Básico;Básico;Abaixo do Básico;Suficiente;Suficiente;Insuficiente;1
398446;26991726;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;A;261386254;F;20080603;MANHÃ;;;;;;C;0;17;17;17,0;1;1;1;13,0;19,0;17,0;54,2;79,2;70,8;236,3;317,7;321,2;Básico;Adequado;Adequado;Suficiente;Suficiente;Suficiente;1
398696;26994652;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;9º Ano EF;A;261406565;F;20070923;MANHÃ;;;;;;C;0;3;3;3,0;1;1;1;10,0;11,0;14,0;41,7;45,8;58,3;234,5;248,0;281,9;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
399346;27001335;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;EM3ª série;A;261111041;M;20040101;NOITE;;;;;;C;0;18;18;18,0;1;1;0;8,0;13,0;;33,3;54,2;;222,9;290,5;;Abaixo do Básico;Básico;;Insuficiente;Suficiente;;1
399605;27004380;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;C;261386312;M;20080215;TARDE;;;;;;C;0;7;7;7,0;1;1;1;13,0;11,0;9,0;54,2;45,8;37,5;230,5;215,2;219,8;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
399615;27004455;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;A;261386254;M;20070828;MANHÃ;;;;;;C;0;15;15;15,0;1;1;1;13,0;7,0;11,0;54,2;29,2;45,8;253,4;211,9;254,3;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
399627;27004517;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;40708;0;9º Ano EF;B;260916978;M;20080504;MANHÃ;;;;;;C;0;14;14;14,0;1;1;1;15,0;6,0;6,0;62,5;25,0;25,0;232,9;222,3;193,3;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
399965;27007486;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;902160;0;9º Ano EF;A;262086804;F;20071224;TARDE;;;;;;C;0;1;1;1,0;1;1;1;9,0;10,0;11,0;37,5;41,7;45,8;211,7;233,0;254,4;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
400011;27007850;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;40708;0;9º Ano EF;A;260916952;M;20070827;MANHÃ;;;;;;C;0;7;7;7,0;1;1;1;14,0;4,0;14,0;58,3;16,7;58,3;245,8;193,8;276,4;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
400597;27013173;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;9º Ano EF;A;261386254;M;20071231;MANHÃ;;;;;;C;0;1;1;1,0;1;1;1;20,0;12,0;16,0;83,3;50,0;66,7;304,3;275,5;305,6;Adequado;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
400873;27016203;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;C;260592845;F;20051008;MANHÃ;;;;;;C;0;9;9;9,0;1;1;1;10,0;4,0;8,0;41,7;16,7;33,3;245,1;190,9;248,6;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
400877;27016230;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;C;260592845;F;20050723;MANHÃ;;;;;;C;0;10;10;10,0;0;0;0;;;;;;;;;;;;;;;;1
400884;27016297;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;B;260592837;M;20051230;MANHÃ;;;;;;C;0;14;14;14,0;1;1;1;8,0;6,0;4,0;33,3;25,0;16,7;214,8;178,7;200,5;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
401583;27022695;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;9º Ano EF;B;261409429;F;20080622;TARDE;;;;;;C;0;24;24;24,0;1;1;1;17,0;16,0;16,0;70,8;66,7;66,7;268,2;313,9;292,5;Básico;Adequado;Básico;Suficiente;Suficiente;Suficiente;1
402058;27026611;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;EM3ª série;A;261111041;M;20030921;NOITE;;;;;;C;0;2;2;2,0;1;1;0;12,0;12,0;;50,0;50,0;;264,2;300,5;;Básico;Básico;;Suficiente;Suficiente;;1
402447;27029668;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;B;260638853;F;20040726;MANHÃ;;;;;;C;0;3;3;3,0;1;1;1;8,0;6,0;7,0;33,3;25,0;29,2;222,4;203,2;271,8;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
402452;27029682;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;A;260638846;M;20050408;MANHÃ;;;;;;C;0;18;18;18,0;1;1;1;4,0;8,0;6,0;16,7;33,3;25,0;197,1;251,5;222,7;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
402455;27029696;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;EM3ª série;C;260592811;F;20041027;TARDE;;;;;;C;0;6;6;6,0;1;1;1;19,0;11,0;14,0;79,2;45,8;58,3;327,7;279,5;340,6;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
402459;27029711;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;A;260638846;M;20050428;MANHÃ;;;;;;C;0;25;25;25,0;1;1;1;8,0;7,0;7,0;33,3;29,2;29,2;236,1;260,3;225,0;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
402466;27029759;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;E;262406663;M;20050405;NOITE;;;;;;C;0;1;1;1,0;1;1;1;5,0;4,0;5,0;20,8;16,7;20,8;185,7;179,9;193,9;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
402724;27031310;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;EM3ª série;C;260592811;F;20050216;TARDE;;;;;;C;0;25;25;25,0;1;1;1;4,0;8,0;5,0;16,7;33,3;20,8;160,2;238,0;221,1;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
403707;27038444;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;902160;0;EM3ª série;B;260631387;F;20050629;NOITE;;;;;;C;0;4;4;4,0;1;1;1;6,0;6,0;5,0;25,0;25,0;20,8;202,2;231,9;213,7;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
403739;27038635;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;E;262406663;M;20050223;NOITE;;;;;;C;0;1;1;1,0;1;1;1;8,0;4,0;6,0;33,3;16,7;25,0;237,5;175,8;223,3;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
404056;27040611;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;G;266132257;M;20040224;NOITE;;;;;;C;0;24;24;24,0;0;0;0;;;;;;;;;;;;;;;;1
405067;27047425;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;902160;0;EM3ª série;B;260631387;M;20040713;NOITE;;;;;;C;0;26;26;26,0;1;1;1;7,0;3,0;6,0;29,2;12,5;25,0;210,4;210,4;207,0;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
405313;27049082;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;9º Ano EF;C;261386312;F;20060420;TARDE;;;;;;C;0;3;3;3,0;1;1;1;13,0;7,0;4,0;54,2;29,2;16,7;238,1;182,6;176,0;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
405529;27050553;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;F;264799305;F;20050528;NOITE;;;;;;C;0;25;25;25,0;0;0;0;;;;;;;;;;;;;;;;1
405538;27050629;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;EM3ª série;B;261092829;F;20050302;MANHÃ;;;;;;C;0;26;26;26,0;1;1;1;18,0;19,0;16,0;75,0;79,2;66,7;321,2;364,8;335,8;Adequado;Adequado;Básico;Suficiente;Suficiente;Suficiente;1
405544;27050675;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;9º Ano EF;A;262335235;M;20070914;MANHÃ;;;;;;C;0;10;10;10,0;1;1;1;18,0;11,0;16,0;75,0;45,8;66,7;268,5;253,7;309,2;Básico;Básico;Adequado;Suficiente;Suficiente;Suficiente;1
405671;27051642;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;EM3ª série;C;260592811;F;20040730;TARDE;;;;;;C;0;13;13;13,0;0;0;0;;;;;;;;;;;;;;;;1
406598;27058416;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;A;260592860;M;20050224;MANHÃ;;;;;;C;0;6;6;6,0;1;1;1;18,0;18,0;9,0;75,0;75,0;37,5;309,0;344,0;302,5;Adequado;Básico;Básico;Suficiente;Suficiente;Suficiente;1
406709;27059197;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;EM3ª série;B;261092829;M;20051001;MANHÃ;;;;;;C;0;16;16;16,0;1;1;1;19,0;23,0;18,0;79,2;95,8;75,0;336,9;400,1;396,8;Adequado;Avançado;Adequado;Suficiente;Avançado;Suficiente;1
407346;27063400;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;EM3ª série;B;261100804;M;20050622;TARDE;;;;;;C;0;20;20;20,0;1;1;1;1,0;4,0;3,0;4,2;16,7;12,5;154,2;215,8;181,2;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
407363;27063522;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;E;260592829;F;20050315;NOITE;;;;;;C;0;8;8;8,0;1;1;1;12,0;6,0;7,0;50,0;25,0;29,2;257,2;194,4;221,8;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
407370;27063565;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;44878;0;EM3ª série;A;261100796;M;20041011;TARDE;;;;;;C;0;13;13;13,0;1;1;1;10,0;6,0;7,0;41,7;25,0;29,2;241,1;186,1;207,3;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
407670;27065897;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;49086;0;9º Ano EF;B;261409429;M;20060531;TARDE;;;;;;C;0;2;2;2,0;1;1;1;7,0;7,0;10,0;29,2;29,2;41,7;177,2;234,2;210,5;Abaixo do Básico;Básico;Abaixo do Básico;Insuficiente;Suficiente;Insuficiente;1
408015;27068764;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;9º Ano EF;A;261415681;F;20080204;TARDE;;;;;;C;0;4;4;4,0;1;1;1;15,0;20,0;21,0;62,5;83,3;87,5;264,8;328,0;387,6;Básico;Adequado;Avançado;Suficiente;Suficiente;Avançado;1
408176;27069905;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;914782;0;EM3ª série;B;260638853;M;20050205;MANHÃ;;;;;;C;0;10;10;10,0;1;1;1;8,0;12,0;12,0;33,3;50,0;50,0;231,1;282,5;296,6;Abaixo do Básico;Básico;Básico;Insuficiente;Suficiente;Suficiente;1
408615;27073588;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;C;260592845;F;20050314;MANHÃ;;;;;;C;0;22;22;22,0;1;1;1;8,0;7,0;8,0;33,3;29,2;33,3;224,6;273,7;231,4;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
408625;27073660;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;EM3ª série;A;261111041;F;20040913;NOITE;;;;;;C;0;6;6;6,0;1;1;1;8,0;8,0;7,0;33,3;33,3;29,2;221,6;242,0;271,8;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
409918;27082384;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;G;266132257;M;20041201;NOITE;;;;;;C;0;9;9;9,0;1;1;1;16,0;10,0;11,0;66,7;41,7;45,8;279,5;277,5;292,6;Básico;Básico;Básico;Suficiente;Suficiente;Suficiente;1
409925;27082415;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;40708;0;EM3ª série;A;260619580;M;20050322;TARDE;;;;;;C;0;24;24;24,0;1;1;1;6,0;3,0;5,0;25,0;12,5;20,8;215,7;216,6;236,0;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
409929;27082449;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10285;0;EM3ª série;B;260592837;F;20050414;MANHÃ;;;;;;C;0;9;9;9,0;0;0;0;;;;;;;;;;;;;;;;1
410284;27085009;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;40708;0;EM3ª série;B;260619598;M;20050814;TARDE;;;;;;C;0;11;11;11,0;0;0;0;;;;;;;;;;;;;;;;1
410732;27088050;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;904181;0;EM3ª série;B;261111058;M;20040721;NOITE;;;;;;C;0;22;22;22,0;1;1;0;8,0;4,0;;33,3;16,7;;201,6;223,1;;Abaixo do Básico;Abaixo do Básico;;Insuficiente;Insuficiente;;1
411542;27093821;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;35403;0;EM3ª série;B;261092829;M;20050510;MANHÃ;;;;;;C;0;19;19;19,0;1;1;1;15,0;7,0;9,0;62,5;29,2;37,5;281,4;272,6;283,4;Básico;Abaixo do Básico;Básico;Suficiente;Insuficiente;Suficiente;1
411546;27093854;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;EM3ª série;C;260592811;M;20050321;TARDE;;;;;;C;0;10;10;10,0;1;1;1;16,0;9,0;6,0;66,7;37,5;25,0;286,8;259,7;233,1;Básico;Abaixo do Básico;Abaixo do Básico;Suficiente;Insuficiente;Insuficiente;1
411552;27093874;ESTADUALSE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBUGUACU;10273;0;EM3ª série;C;260592811;M;20050214;TARDE;;;;;;C;0;14;14;14,0;1;1;1;7,0;7,0;9,0;29,2;29,2;37,5;213,7;260,7;221,8;Abaixo do Básico;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;Insuficiente;1
