;CD_ALUNO;NOMEDEP;NomeDepBol;RegiaoMetropolitana;CDREDE;DE;CODMUN;MUN;CODESC;TIPOCLASSE;SERIE_ANO;TURMA;CLASSE;SEXO;DT_NASCIMENTO;PERIODO;NEC_ESP_1;NEC_ESP_2;NEC_ESP_3;NEC_ESP_4;NEC_ESP_5;Tip_PROVA;Tem_Nec;cad_prova_lp;cad_prova_mat;particip_lp;particip_mat;TOTAL_PONTO_LP;TOTAL_PONTO_MAT;porc_ACERT_lp;porc_ACERT_MAT;profic_lp;profic_mat;nivel_profic_lp;nivel_profic_mat;classific_lp;classific_mat;validade
611431;29406089;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;C;232282178;M;20110507;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;160,2;195,6;Básico;Básico;Suficiente;Suficiente;1
611449;27839566;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;9º Ano EF;B;232230870;F;20040715;TARDE;0;0;0;0;0;C;0;21,0;21,0;1;1;16,0;14,0;66,7;58,3;258,9;296,4;Básico;Básico;Suficiente;Suficiente;1
611529;31335276;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;B;232282111;F;20110621;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;166,8;171,9;Básico;Básico;Suficiente;Suficiente;1
611741;29216549;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;D;232073924;M;20110121;TARDE;7;0;0;0;0;C;1;;;0;0;;;;;;;;;;;0
612230;28623500;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;5º Ano EF;A;232099960;F;20090314;TARDE;0;0;0;0;0;C;0;5,0;5,0;1;1;23,0;23,0;95,8;95,8;313,5;306,1;Avançado;Avançado;Avançado;Avançado;1
612603;31296383;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;917084;0;3º Ano EF;B;232762138;F;20110520;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;197,8;304,7;Adequado;Avançado;Suficiente;Avançado;1
612613;30463369;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;2º Ano EF;A;232128959;F;20120404;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;262,2;212,2;;;Acima de suficiente;Acima de suficiente;1
612929;26036826;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;C;231518663;F;20050523;TARDE;0;0;0;0;0;C;0;13,0;13,0;1;1;15,0;15,0;62,5;62,5;264,2;294,1;Básico;Básico;Suficiente;Suficiente;1
613135;22575552;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;902160;0;EM-3ª série;A;232153270;F;20020808;TARDE;0;0;0;0;0;C;0;11,0;11,0;1;1;5,0;7,0;20,8;29,2;206,2;269,9;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
613578;24910704;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;f;231338922;F;20020512;NOITE;0;0;0;0;0;C;0;25,0;25,0;1;1;15,0;9,0;62,5;37,5;293,9;267,9;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
613943;24628451;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;C;231339367;M;20021210;MANHÃ;0;0;0;0;0;C;0;17,0;17,0;1;1;16,0;17,0;66,7;70,8;315,0;349,8;Adequado;Básico;Suficiente;Suficiente;1
614322;33094256;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;3º Ano EF;A;232130211;M;20101109;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;187,4;189,8;Adequado;Básico;Suficiente;Suficiente;1
614676;33109926;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;3º Ano EF;B;232099127;M;20110201;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;192,4;240,6;Adequado;Adequado;Suficiente;Suficiente;1
614682;28722459;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;3º Ano EF;B;232073833;M;20110325;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;255,6;273,8;Avançado;Avançado;Avançado;Avançado;1
614973;23534468;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;B;231339318;F;20021118;MANHÃ;0;0;0;0;0;C;0;11,0;11,0;1;1;8,0;6,0;33,3;25,0;243,8;264,7;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
615166;24877821;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;C;231552639;F;20020902;MANHÃ;0;0;0;0;0;C;0;17,0;17,0;1;1;14,0;13,0;58,3;54,2;291,1;307,0;Básico;Básico;Suficiente;Suficiente;1
616312;24643641;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;G;231552357;F;20021120;NOITE;0;0;0;0;0;C;0;7,0;7,0;1;1;17,0;10,0;70,8;41,7;316,7;284,0;Adequado;Básico;Suficiente;Suficiente;1
616395;32129613;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;B;232282111;F;20101219;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;173,3;127,3;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
616631;31044909;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;A;231494832;F;20080127;MANHÃ;0;0;0;0;0;C;0;5,0;5,0;1;1;23,0;24,0;95,8;100,0;313,5;330,9;Avançado;Avançado;Avançado;Avançado;1
616704;26311579;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;9º Ano EF;B;232138677;M;20040327;MANHÃ;0;0;0;0;0;C;0;16,0;16,0;1;1;9,0;9,0;37,5;37,5;204,6;253,1;Básico;Básico;Suficiente;Suficiente;1
616726;28593148;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;B;231494915;M;20090327;MANHÃ;0;0;0;0;0;C;0;26,0;26,0;1;1;12,0;19,0;50,0;79,2;181,7;252,7;Básico;Adequado;Suficiente;Suficiente;1
616950;22129371;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;C;231339367;M;20010102;MANHÃ;0;0;0;0;0;C;0;5,0;5,0;1;1;13,0;4,0;54,2;16,7;279,6;221,9;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
617031;28653535;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;918830;0;5º Ano EF;A;232085712;M;20090203;MANHÃ;0;0;0;0;0;C;0;22,0;22,0;1;1;17,0;20,0;70,8;83,3;202,4;280,5;Adequado;Avançado;Suficiente;Avançado;1
617305;25760141;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;9º Ano EF;A;231518770;F;20050319;MANHÃ;0;0;0;0;0;C;0;2,0;2,0;0;0;;;;;;;;;;;1
617566;30538725;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;d;232293845;F;20090129;TARDE;0;0;0;0;0;C;0;20,0;20,0;1;1;18,0;20,0;75,0;83,3;231,0;258,9;Adequado;Adequado;Suficiente;Suficiente;1
618502;27946319;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;9º Ano EF;A;232138636;F;20041012;MANHÃ;0;0;0;0;0;C;0;26,0;26,0;1;1;20,0;15,0;83,3;62,5;291,1;311,6;Adequado;Adequado;Suficiente;Suficiente;1
618555;26045147;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;d;231363409;M;20050820;TARDE;0;0;0;0;0;C;0;17,0;17,0;1;1;22,0;19,0;91,7;79,2;343,3;319,6;Avançado;Adequado;Avançado;Suficiente;1
619227;22507423;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;E;231552209;M;20010717;NOITE;0;0;0;0;0;C;0;4,0;4,0;1;1;6,0;3,0;25,0;12,5;218,9;195,6;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
619291;25779391;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;9º Ano EF;A;232234278;M;20031108;TARDE;0;0;0;0;0;C;0;14,0;14,0;1;1;10,0;9,0;41,7;37,5;198,5;239,1;Abaixo do Básico;Básico;Insuficiente;Suficiente;1
620135;29651642;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;d;232293845;M;20090201;TARDE;0;0;0;0;0;C;0;4,0;4,0;1;1;13,0;10,0;54,2;41,7;178,3;176,2;Básico;Básico;Suficiente;Suficiente;1
621468;24997832;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;B;232490169;M;20020831;MANHÃ;0;0;0;0;0;C;0;15,0;15,0;1;1;14,0;13,0;58,3;54,2;296,7;285,5;Básico;Básico;Suficiente;Suficiente;1
622757;28378285;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;B;232282111;M;20100819;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;226,0;238,0;Avançado;Adequado;Avançado;Suficiente;1
623717;24968284;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;B;231552522;F;20020404;MANHÃ;0;0;0;0;0;C;0;1,0;1,0;1;1;18,0;5,0;75,0;20,8;327,7;241,6;Adequado;Abaixo do Básico;Suficiente;Insuficiente;1
624494;28676831;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;3º Ano EF;B;235265253;F;20101217;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;249,7;304,7;Avançado;Avançado;Avançado;Avançado;1
624910;25630371;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;7º Ano EF;B;232232652;F;20070108;TARDE;0;0;0;0;0;C;0;20,0;20,0;1;1;11,0;4,0;45,8;16,7;191,7;165,7;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
625142;23182132;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;9º Ano EF;B;233857515;F;20050808;TARDE;0;0;0;0;0;C;0;26,0;26,0;1;1;14,0;11,0;58,3;45,8;247,0;262,0;Básico;Básico;Suficiente;Suficiente;1
625221;23535655;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;C;231339367;F;20021231;MANHÃ;0;0;0;0;0;C;0;3,0;3,0;1;1;20,0;17,0;83,3;70,8;347,2;352,6;Adequado;Adequado;Suficiente;Suficiente;1
625727;23303965;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904193;0;9º Ano EF;A;232091603;F;20031119;MANHÃ;0;0;0;0;0;C;0;13,0;13,0;0;0;;;;;;;;;;;1
626255;28592524;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;5º Ano EF;C;231494964;M;20090624;TARDE;0;0;0;0;0;C;0;25,0;25,0;1;1;12,0;12,0;50,0;50,0;182,3;189,7;Básico;Básico;Suficiente;Suficiente;1
626815;26446961;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;B;232163899;F;20050205;MANHÃ;0;0;0;0;0;C;0;5,0;5,0;1;1;16,0;16,0;66,7;66,7;269,9;313,3;Básico;Adequado;Suficiente;Suficiente;1
627147;32278005;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;912402;0;2º Ano EF;A;231601824;M;20110803;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;122,5;139,0;;;Suficiente;Suficiente;1
627464;27846703;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;9º Ano EF;B;232230870;F;20041204;TARDE;0;0;0;0;0;C;0;14,0;14,0;1;1;17,0;7,0;70,8;29,2;275,0;231,7;Adequado;Básico;Suficiente;Suficiente;1
627511;30506445;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;5º Ano EF;B;232099994;F;20090529;TARDE;0;0;0;0;0;C;0;14,0;14,0;1;1;10,0;5,0;41,7;20,8;151,2;124,3;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
628451;27928174;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;C;232163972;M;20040918;MANHÃ;0;0;0;0;0;C;0;7,0;7,0;1;1;17,0;16,0;70,8;66,7;299,5;312,6;Adequado;Adequado;Suficiente;Suficiente;1
628635;26944873;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;5º Ano EF;A;232099960;M;20080505;TARDE;0;0;0;0;0;C;0;26,0;26,0;1;1;9,0;20,0;37,5;83,3;147,0;268,7;Abaixo do Básico;Adequado;Insuficiente;Suficiente;1
628965;23603471;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;902160;0;EM-3ª série;A;232153270;M;20011205;TARDE;0;0;0;0;0;C;0;3,0;3,0;1;1;15,0;14,0;62,5;58,3;296,3;322,9;Básico;Básico;Suficiente;Suficiente;1
629603;27913620;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;5º Ano EF;B;232099994;F;20090216;TARDE;0;0;0;0;0;C;0;21,0;21,0;1;1;15,0;17,0;62,5;70,8;204,9;238,8;Adequado;Adequado;Suficiente;Suficiente;1
629726;27652279;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;e;232294009;F;20090221;TARDE;0;0;0;0;0;C;0;7,0;7,0;1;1;15,0;16,0;62,5;66,7;193,5;233,1;Básico;Adequado;Suficiente;Suficiente;1
629947;23818729;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;F;231552290;F;20021119;NOITE;0;0;0;0;0;C;0;26,0;26,0;1;1;6,0;7,0;25,0;29,2;212,0;249,4;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
630101;26688793;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;7º Ano EF;B;232232652;F;20070603;TARDE;0;0;0;0;0;C;0;10,0;10,0;1;1;18,0;10,0;75,0;41,7;242,8;237,4;Adequado;Básico;Suficiente;Suficiente;1
630237;19992621;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;D;231339474;F;20020817;MANHÃ;0;0;0;0;0;C;0;9,0;9,0;1;1;3,0;6,0;12,5;25,0;200,8;214,3;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
630334;29716815;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;5º Ano EF;B;232293811;F;20090308;MANHÃ;0;0;0;0;0;C;0;7,0;7,0;1;1;24,0;20,0;100,0;83,3;314,2;285,4;Avançado;Avançado;Avançado;Avançado;1
630621;31300678;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;A;232282095;M;20100701;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;167,3;133,3;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
630759;23632394;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;902160;0;EM-3ª série;B;232153429;F;20020420;NOITE;0;0;0;0;0;C;0;23,0;23,0;1;1;17,0;14,0;70,8;58,3;323,6;326,6;Adequado;Básico;Suficiente;Suficiente;1
631132;29808382;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;3º Ano EF;C;231480260;M;20100707;TARDE;0;0;0;0;0;C;0;;;0;0;;;;;;;;;;;1
631433;22979667;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;A;231339268;F;20020627;MANHÃ;0;0;0;0;0;C;0;7,0;7,0;1;1;12,0;14,0;50,0;58,3;281,0;316,4;Básico;Básico;Suficiente;Suficiente;1
631496;30508017;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;B;232082412;M;20090206;MANHÃ;0;0;0;0;0;C;0;8,0;8,0;1;1;17,0;13,0;70,8;54,2;228,0;205,7;Adequado;Básico;Suficiente;Suficiente;1
631556;31359561;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;49086;0;3º Ano EF;A;232099101;M;20110319;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;145,1;215,8;Básico;Adequado;Suficiente;Suficiente;1
631574;29379685;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;D;232282277;M;20110521;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;191,1;229,5;Adequado;Adequado;Suficiente;Suficiente;1
631884;36611793;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;9º Ano EF;C;231359886;F;20040907;TARDE;0;0;0;0;0;C;0;12,0;12,0;1;1;21,0;11,0;87,5;45,8;328,4;287,8;Avançado;Básico;Avançado;Suficiente;1
632773;26099049;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904193;0;9º Ano EF;B;232091660;M;20050402;MANHÃ;0;0;0;0;0;C;0;22,0;22,0;1;1;12,0;5,0;50,0;20,8;236,6;206,2;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
632926;23539063;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;A;232212415;F;20020728;MANHÃ;0;0;0;0;0;C;0;8,0;8,0;1;1;6,0;7,0;25,0;29,2;228,7;215,2;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
633646;20595998;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914782;0;EM-3ª série;G;231552357;M;20000217;NOITE;0;0;0;0;0;C;0;1,0;1,0;0;1;;2,0;;8,3;;201,5;;Abaixo do Básico;;Insuficiente;1
634242;29884565;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46541;0;3º Ano EF;A;232282095;M;20110329;MANHÃ;0;0;0;0;0;C;0;;;1;1;;;;;192,9;210,6;Adequado;Adequado;Suficiente;Suficiente;1
634542;31392763;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;5º Ano EF;A;232132431;M;20090203;TARDE;0;0;0;0;0;C;0;15,0;15,0;1;1;17,0;19,0;70,8;79,2;223,6;253,9;Adequado;Adequado;Suficiente;Suficiente;1
634552;29033713;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;904181;0;9º Ano EF;B;232230870;M;20050304;TARDE;0;0;0;0;0;C;0;9,0;9,0;1;1;10,0;5,0;41,7;20,8;210,9;193,6;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
635815;23852495;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;EM-3ª série;A;232230391;M;20011202;MANHÃ;11;0;0;0;0;C;1;1,0;1,0;1;1;8,0;10,0;33,3;41,7;230,3;273,0;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;0
635846;25056622;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;9º Ano EF;B;233857515;M;20040212;TARDE;0;0;0;0;0;C;0;5,0;5,0;0;0;;;;;;;;;;;1
636345;28177142;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10285;0;9º Ano EF;A;232234278;F;20050422;TARDE;0;0;0;0;0;C;0;16,0;16,0;1;1;22,0;16,0;91,7;66,7;339,8;315,4;Avançado;Adequado;Avançado;Suficiente;1
636400;22259496;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;f;231338922;F;20020824;NOITE;0;0;0;0;0;C;0;21,0;21,0;1;1;16,0;3,0;66,7;12,5;297,5;193,6;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
636982;23522315;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;EM-3ª série;B;232490169;F;20020923;MANHÃ;0;0;0;0;0;C;0;10,0;10,0;1;1;7,0;9,0;29,2;37,5;230,9;269,8;Abaixo do Básico;Abaixo do Básico;Insuficiente;Insuficiente;1
637050;23826760;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;EM-3ª série;C;232213108;M;20020331;MANHÃ;0;0;0;0;0;C;0;12,0;12,0;1;1;7,0;10,0;29,2;41,7;206,5;300,5;Abaixo do Básico;Básico;Insuficiente;Suficiente;1
637137;26384329;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;40708;0;9º Ano EF;B;232122960;F;20050429;TARDE;0;0;0;0;0;C;0;13,0;13,0;1;1;19,0;14,0;79,2;58,3;300,2;275,6;Adequado;Básico;Suficiente;Suficiente;1
638016;25567490;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;902160;0;EM-3ª série;A;232153270;M;20021024;TARDE;0;0;0;0;0;C;0;25,0;25,0;1;1;11,0;10,0;45,8;41,7;266,1;263,7;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
640264;23543970;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;44878;0;EM-3ª série;A;232230391;F;20020730;MANHÃ;0;0;0;0;0;C;0;12,0;12,0;1;0;5,0;;20,8;;212,2;;Abaixo do Básico;;Insuficiente;;1
640398;27051642;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;10273;0;9º Ano EF;A;232163857;F;20040730;MANHÃ;0;0;0;0;0;C;0;19,0;19,0;1;1;12,0;3,0;50,0;12,5;224,2;179,5;Básico;Abaixo do Básico;Suficiente;Insuficiente;1
640436;29627359;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;919007;0;3º Ano EF;C;231480260;M;20110203;TARDE;0;0;0;0;0;C;0;;;1;1;;;;;186,2;179,8;Adequado;Básico;Suficiente;Suficiente;1
640559;26224155;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;914848;0;9º Ano EF;B;232138677;F;20040810;MANHÃ;0;0;0;0;0;C;0;22,0;22,0;1;0;16,0;;66,7;;275,1;;Adequado;;Suficiente;;1
640664;21719373;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;35403;0;EM-3ª série;D;231339474;M;20020311;MANHÃ;0;0;0;0;0;C;0;12,0;12,0;1;1;16,0;15,0;66,7;62,5;315,4;340,0;Adequado;Básico;Suficiente;Suficiente;1
641028;28361545;ESTADUAL-SE;Rede Estadual;Região Metropolitana de São Paulo;10702;ITAPECERICA DA SERRA;299;EMBU-GUACU;46536;0;5º Ano EF;C;232082107;F;20090609;TARDE;0;0;0;0;0;C;0;19,0;19,0;1;1;15,0;13,0;62,5;54,2;208,3;205,5;Adequado;Básico;Suficiente;Suficiente;1
