ANO_LETIVO;NM_DIRETORIA;NM_MUNICIPIO;CD_REDE_ENSINO;CD_ESCOLA;NM_COMPLETO_ESCOLA;CD_TP_IDENTIFICADOR;APR_1;REP_1;ABA_1;APR_2;REP_2;ABA_2;APR_3;REP_3;ABA_3
2021;PIRAJU;PIRAJU;1;34320;JOAQUIM GUILHERME MOREIRA PORTO DOUTOR;8;0;0;0;100;0;0;100;0;0
2021;PIRAJU;PIRAJU;1;34344;QUINZINHO CAMARGO PREFEITO;8;0;0;0;99,56;0,44;0;94;2;4
2021;PIRAJU;PIRAJU;1;34356;NHONHO BRAGA CORONEL;8;0;0;0;100;0;0;100;0;0
2021;PIRAJU;PIRAJU;1;34459;ATALIBA LEONEL;8;0;0;0;100;0;0;100;0;0
2021;AMERICANA;AMERICANA;1;17152;MAURA ARRUDA GUIDOLIN PROFA;8;100;0;0;0;0;0;0;0;0
2021;AMERICANA;AMERICANA;1;17164;JOAO DE CASTRO GONCALVES DR;8;100;0;0;0;0;0;0;0;0
2021;AMERICANA;AMERICANA;1;17176;MAGI MONSENHOR;8;94,74;5,26;0;93,35;6,65;0;79,82;19,29;0,89
2021;ITARARE;ITABERA;1;39718;ALBERTO PEREIRA PROFESSOR;8;0;0;0;100;0;0;100;0;0
2021;ITARARE;ITABERA;1;437748;BAIRRO ENGENHEIRO MAIA II;8;0;0;0;100;0;0;100;0;0
2021;ITARARE;ITABERA;1;903206;MARIA TEREZA DE SOUZA FALCARELI PROFESSORA;8;0;0;0;100;0;0;100;0;0
2021;ITARARE;ITABERA;1;910089;DOROTY DAVID MUZEL PROFESSORA;8;100;0;0;0;0;0;0;0;0
2021;ITARARE;ITABERA;1;915105;BAIRRO DO TOME;8;100;0;0;0;0;0;0;0;0
2021;ITARARE;ITABERA;1;916341;BAIRRO ENGENHEIRO MAIA;8;100;0;0;0;0;0;0;0;0
2021;ITARARE;ITABERA;1;918532;JARDIM SANTA INES;8;100;0;0;0;0;0;0;0;0
2021;ITARARE;ITABERA;1;919858;AGROVILA III;36;100;0;0;0;0;0;0;0;0
2021;ITARARE;ITAPORANGA;1;15362;EPITACIO PESSOA;8;0;0;0;99,61;0,19;0,2;98,39;1,61;0
2021;ITARARE;ITAPORANGA;1;40356;OCTAVIO DE ALMEIDA BUENO PROFESSOR;8;0;0;0;100;0;0;100;0;0
2021;ITARARE;ITAPORANGA;1;306526;ALDEIA TEKOA-PORA;10;100;0;0;100;0;0;0;0;0
2021;ITARARE;ITAPORANGA;1;918556;ELISA DE CAMPOS LIMA NOVELLI DONA;8;0;0;0;97,93;0,69;1,38;95,3;1,34;3,36
2021;ITARARE;ITARARE;1;15301;EPAMINONDAS FERREIRA LOBO DOUTOR;8;0;0;0;100;0;0;100;0;0
2021;ITARARE;ITARARE;1;15313;HERCULANO PIMENTEL DOUTOR;8;0;0;0;96,77;2,74;0,49;92,31;6,03;1,66
2021;ITARARE;ITARARE;1;15325;TOME TEIXEIRA;8;0;0;0;98,64;1,36;0;99,14;0,57;0,29
2021;ITARARE;ITARARE;1;15337;HEITOR GUIMARAES CORTES;8;0;0;0;100;0;0;98,08;0;1,92
2021;ITARARE;ITARARE;1;15600;CAETANO CARBONE PROFESSOR;8;0;0;0;99,56;0;0,44;94,96;0;5,04
2021;ITARARE;ITARARE;1;45275;ESTHER CARPINELLI RIBAS PROFESSORA;8;0;0;0;99,2;0,53;0,27;95,88;2,58;1,54
2021;ITARARE;ITARARE;1;49359;CHRISTIANO MARQUES BONILHA PROFESSOR;8;0;0;0;96,15;3,85;0;95,07;4,93;0
2021;ITARARE;RIVERSUL;1;15261;LAZARO SOARES PROFESSOR;8;0;0;0;98,14;0;1,86;96,26;0;3,74
2021;ITARARE;RIVERSUL;1;35300;MIGUEL JOAO PEREIRA PADILHA;8;100;0;0;100;0;0;0;0;0
2021;AMERICANA;AMERICANA;1;11873;LUIZ HIPOLITO PROFESSOR;8;100;0;0;0;0;0;0;0;0
2021;AMERICANA;AMERICANA;1;16949;OCTAVIO SOARES DE ARRUDA PROF;8;99,45;0,55;0;100;0;0;0;0;0
2021;AMERICANA;AMERICANA;1;16950;RISOLETA LOPES ARANHA PROFESSORA;8;0;0;0;100;0;0;100;0;0
2021;AMERICANA;AMERICANA;1;16962;SILVINO JOSE DE OLIVEIRA PROF;8;0;0;0;99,7;0,3;0;100;0;0
2021;AMERICANA;AMERICANA;1;16974;SAO VICENTE DE PAULO;8;100;0;0;0;0;0;0;0;0
2021;AMERICANA;AMERICANA;1;16998;ALCINDO SOARES DO NASCIMENTO PROF;8;100;0;0;0;0;0;0;0;0
2021;AMERICANA;AMERICANA;1;17139;MARIA JOSE DE MATTOS GOBBO PROFA;8;0;0;0;100;0;0;100;0;0
2021;AMERICANA;AMERICANA;1;17140;MARIO PATARRA FRATTINI PROF;8;100;0;0;0;0;0;0;0;0
2021;PIRAJU;PIRAJU;1;49797;MONICA BERNABE GARROTE;8;0;0;0;100;0;0;98,88;0;1,12
2021;PIRAJU;PIRAJU;1;906827;MARIA GONCALVES DA MOTTA;8;0;0;0;100;0;0;100;0;0
2021;PIRAJU;SARUTAIA;1;34319;EDGARDO CARDOSO DOUTOR;8;0;0;0;100;0;0;97,86;0,71;1,43
2021;PIRAJU;TAGUAI;1;34241;JOAO GOBBO SOBRINHO;8;0;0;0;100;0;0;100;0;0
2021;PIRAJU;TEJUPA;1;34236;ORIZENA DE SOUZA ELENA PROFESSORA;8;0;0;0;100;0;0;100;0;0
2021;PIRAJU;TEJUPA;1;906840;ISABEL CRISTINA FAVARO PALMA PROFESSORA;8;0;0;0;100;0;0;100;0;0
2021;PIRAJU;TIMBURI;1;34095;BENTO DE QUEIROZ PADRE;8;0;0;0;99,21;0,79;0;95,18;4,82;0
2021;ITARARE;BARAO DE ANTONINA;1;15581;SANDRA REGINA PIRES PROFESSORA;8;0;0;0;100;0;0;98,36;1,64;0
2021;ITARARE;BARAO DE ANTONINA;1;268574;ALDEIA KARUGWA;10;100;0;0;100;0;0;0;0;0
2021;ITARARE;BARAO DE ANTONINA;1;482419;ALDEIA YWY PYHAU;10;100;0;0;0;0;0;0;0;0
2021;ITARARE;BOM SUCESSO DE ITARARE;1;15283;APARICIO BIGLIA FILHO PROFESSOR;8;0;0;0;100;0;0;100;0;0
2021;ITARARE;CORONEL MACEDO;1;14473;ANTONIO TONON;8;0;0;0;99,58;0;0,42;98,13;0;1,87
2021;ITARARE;ITABERA;1;15436;BARBARA VIDAL CESAR;8;0;0;0;100;0;0;100;0;0
2021;ITARARE;ITABERA;1;15441;GABRIEL PINTO DE FARIA PROFESSOR;8;100;0;0;0;0;0;0;0;0
2021;ITARARE;ITABERA;1;15453;LEONCIO PIMENTEL;8;0;0;0;100;0;0;100;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;914757;MARIA CELIA FALCAO RODRIGUES PROFESSORA;8;0;0;0;96,31;3,69;0;92,78;7,22;0
2021;GUARULHOS NORTE;GUARULHOS;1;916821;PEDRO ROBERTO VAGHI;8;0;0;0;99,92;0;0,08;0;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;916833;ANTONIO ROSAS DA SILVA GALVAO PROFESSOR;8;0;0;0;100;0;0;0;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;921048;FRANCISCO MILTON DE ANDRADE;8;100;0;0;99,78;0,22;0;99,69;0,31;0
2021;GUARULHOS NORTE;GUARULHOS;1;921385;ELISIO DE OLIVEIRA NEVES VEREADOR;8;0;0;0;99,41;0,59;0;98,31;1,69;0
2021;GUARULHOS NORTE;GUARULHOS;1;922171;CIDADE SERODIO;8;0;0;0;100;0;0;0;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;923175;JOAO LUIZ DE GODOY MOREIRA PROFESSOR;8;0;0;0;99,68;0;0,32;99,37;0;0,63
2021;GUARULHOS NORTE;GUARULHOS;1;923187;MARIO BOMBASSEI FILHO PROFESSOR;8;0;0;0;0;0;0;86,48;13,52;0
2021;GUARULHOS NORTE;GUARULHOS;1;923357;LYDIA KITZ MOREIRA;8;0;0;0;97,63;2,37;0;84,06;15,94;0
2021;GUARULHOS NORTE;GUARULHOS;1;923424;CARMINA MENDES SERODIO;8;0;0;0;100;0;0;100;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;923761;CELSO PIVA PROFESSOR;8;0;0;0;0;0;0;100;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;923771;ZILDA GRACA MARTINS DE OLIVEIRA PROFESSORA;8;0;0;0;100;0;0;99,9;0;0,1
2021;GUARULHOS NORTE;GUARULHOS;1;923783;HERNANI FURINI PROFESSOR;8;0;0;0;100;0;0;99,78;0;0,22
2021;GUARULHOS NORTE;GUARULHOS;1;924052;TOMIE OHTAKE;8;0;0;0;100;0;0;100;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;925032;PARQUE SANTOS DUMONT;8;0;0;0;99,84;0,16;0;0;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;925044;PONTE ALTA V;8;0;0;0;100;0;0;99,65;0;0,35
2021;GUARULHOS NORTE;GUARULHOS;1;925056;MAESTRO JOÃO CARLOS MARTINS;8;0;0;0;100;0;0;100;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;925068;RECREIO SAO JORGE II;8;0;0;0;100;0;0;100;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;925073;JARDIM SANTA LIDIA;8;99,88;0;0,12;99,64;0;0,36;0;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;925081;PARQUE MIKAIL;8;100;0;0;0;0;0;0;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;925093;VILMA MARIA DOS SANTOS CARNEIRO PROFESSORA;8;0;0;0;97,31;1,71;0,98;0;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;925548;PROFESSOR MOTOOKA;8;98,08;0,15;1,77;0;0;0;0;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;925559;PROFESSORA SIMONE MACHADO DA SILVA TORRES;8;0;0;0;100;0;0;100;0;0
2021;GUARULHOS NORTE;GUARULHOS;1;925561;IDALINA LADEIRA FERREIRA PROFESSORA;8;0;0;0;0;0;0;100;0;0
2021;MOGI DAS CRUZES;BIRITIBA-MIRIM;1;6592;ADHEMAR BOLINA PROFESSOR;8;0;0;0;99,15;0,85;0;96,8;3,2;0
2021;MOGI DAS CRUZES;BIRITIBA-MIRIM;1;43977;JOSE CARLOS PRESTES PROFESSOR;8;0;0;0;0;0;0;89,39;2,55;8,06
2021;MOGI DAS CRUZES;BIRITIBA-MIRIM;1;61585;ANGELICA DE JESUS FERREIRA;8;0;0;0;98,68;1,32;0;0;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6579;APRIGIO DE OLIVEIRA;8;0;0;0;98,63;1,37;0;0;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6610;SENTARO TAKAOKA DOUTOR;8;0;0;0;98,95;1,05;0;96,35;3,65;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6622;SEBASTIAO DE CASTRO PROFESSOR;8;0;0;0;0;0;0;93,98;6,02;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6646;PEDRO MALOZZE;8;0;0;0;100;0;0;100;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6658;LEONOR DE OLIVEIRA MELLO;8;0;0;0;99,81;0,19;0;0;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6661;LAURINDA CARDOSO MELLO FREIRE PROFESSORA;8;0;0;0;98,1;1,9;0;93,43;3,44;3,13
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6671;JOAO CARDOSO DOS SANTOS PROFESSOR;8;0;0;0;96,17;3,45;0,38;83,78;14,59;1,63
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6683;GALDINO PINHEIRO FRANCO;8;0;0;0;100;0;0;100;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6695;GABRIEL PEREIRA;8;0;0;0;98,59;1,41;0;98,45;1,55;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6701;FRANCISCO DE SOUZA MELLO PROFESSOR;8;0;0;0;100;0;0;100;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6713;FRANCISCO FERREIRA LOPES;8;0;0;0;0;0;0;95,82;4,18;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6725;FIRMINO LADEIRA PROFESSOR;8;0;0;0;100;0;0;100;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6798;ARISTOTELES DE ANDRADE PROFESSOR;8;0;0;0;100;0;0;100;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6804;ARLINDO AQUINO DE OLIVEIRA DOUTOR;8;0;0;0;100;0;0;100;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6816;BENEDITO BORGES VIEIRA PROFESSOR;8;0;0;0;98,57;1,43;0;97,86;2,14;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6836;MARIA RODRIGUES GONCALVES PROFESSORA;8;0;0;0;99,71;0;0,29;95,07;0;4,93
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6841;BENEDITO DE SOUZA LIMA;8;0;0;0;98,28;1,72;0;97,6;2,4;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6865;DEODATO WERTHEIMER DOUTOR;8;0;0;0;100;0;0;100;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6889;AMERICO SUGAI;8;0;0;0;100;0;0;100;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6890;ANTONIO OLEGARIO DOS SANTOS CARDOSO;8;0;0;0;99,68;0;0,32;0;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6907;MARIA ISABEL DOS SANTOS MELLO PROFESSORA;8;0;0;0;99,25;0,75;0;0;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6919;CAMILO FAUSTINO DE MELLO PROFESSOR;8;100;0;0;100;0;0;100;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;6920;WASHINGTON LUIZ DOUTOR;8;0;0;0;0;0;0;95,83;4,17;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;35543;PAULO FERRARI MASSARO PROFESSOR;8;0;0;0;100;0;0;99,72;0,28;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;40496;TADAO SAKAI VEREADOR;8;0;0;0;100;0;0;98,67;0;1,33
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;41105;SYLVIA MAFRA MACHADO PROFESSORA;8;0;0;0;96,69;3,31;0;92,45;7,55;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;41117;IRACEMA BRASIL DE SIQUEIRA PROFESSORA;8;0;0;0;99,73;0;0,27;0;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;41129;RUBENS MERCADANTE DE LIMA PROFESSOR DOUTOR;8;0;0;0;99,72;0,28;0;0;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;41130;NARCISO YAGUE GUIMARAES VEREADOR;8;0;0;0;100;0;0;100;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;41142;THIMOTEO VAN DEN BROECK FREI;8;0;0;0;100;0;0;0;0;0
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;41944;ENEDINA GOMES DE FREITAS PROFESSORA;8;0;0;0;98,68;0;1,32;99,22;0;0,78
2021;MOGI DAS CRUZES;MOGI DAS CRUZES;1;43795;JOSE AYUMAR GONCALVES DE MIRANDA PROFESSOR;8;0;0;0;100;0;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8333;ANTONIO ADIB CHAMMAS;8;0;0;0;94,62;0;5,38;92,36;0;7,64
2021;SANTO ANDRE;SANTO ANDRE;1;8345;HOMERO THON;8;100;0;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8357;JOAO GALEAO CARVALHAL SENADOR;8;0;0;0;100;0;0;99,84;0;0,16
2021;SANTO ANDRE;SANTO ANDRE;1;8369;JOAO BAPTISTA MARIGO MARTINS;8;100;0;0;98,76;0;1,24;99,39;0;0,61
2021;SANTO ANDRE;SANTO ANDRE;1;8370;JOAQUIM DE CARVALHO TERRA PROFESSOR;8;98,83;1,17;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8382;JOSE CALVITTI FILHO PROFESSOR;8;0;0;0;100;0;0;99,05;0,95;0
2021;SANTO ANDRE;SANTO ANDRE;1;8394;HERMINIA LOPES LOBO PROFESSORA;8;100;0;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8412;LOUIS JOSEPH LEBRET PADRE;8;99,4;0,6;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8424;NELSON PIZZOTTI MENDES PROFESSOR;8;100;0;0;100;0;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8436;ONDINA RIVERA MIRANDA CINTRA PROFESSORA;8;0;0;0;95,27;4,73;0;92,97;7,03;0
2021;SANTO ANDRE;SANTO ANDRE;1;8448;FIORAVANTE ZAMPOL;8;0;0;0;99,77;0,23;0;97,4;2,6;0
2021;SANTO ANDRE;SANTO ANDRE;1;8459;WALDOMIRO GUIMARAES PROFESSOR;8;98;2;0;91,84;8,16;0;81,46;18,54;0
2021;SANTO ANDRE;SANTO ANDRE;1;8461;NAGIB MIGUEL ELCHMER PROFESSOR;8;0;0;0;100;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8473;WANDA BENTO GONCALVES PROFESSORA;8;100;0;0;100;0;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8485;JOAO XXIII PAPA;8;100;0;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8497;JOAO PAULO I PAPA;8;0;0;0;100;0;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8503;IVONE PALMA TODOROV RUGGIERI PROFESSORA;8;0;0;0;100;0;0;99,62;0,38;0
2021;SANTO ANDRE;SANTO ANDRE;1;8539;FELIPE RICCI DE CAMARGO PROFESSOR;8;100;0;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8540;AMARAL WAGNER;8;0;0;0;0;0;0;98,86;1,14;0
2021;SANTO ANDRE;SANTO ANDRE;1;8552;ALBERTO FRANCIA GOMES MARTINS DOUTOR;8;99,81;0,19;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8564;CARLINA CACAPAVA DE MELLO PROFESSORA;8;0;0;0;100;0;0;99,62;0,38;0
2021;SANTO ANDRE;SANTO ANDRE;1;8576;ADAMASTOR DE CARVALHO PROFESSOR;8;0;0;0;100;0;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8597;LACERDA FRANCO SENADOR;8;0;0;0;100;0;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8606;JOSE HENRIQUE DE PAULA E SILVA PROFESSOR;8;0;0;0;100;0;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8618;JOAQUIM DA FONSECA SARAIVA;8;100;0;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8624;CARLOS GARCIA DOUTOR;8;100;0;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8631;NELSON CARDIM DE BRITO PROFESSOR;8;100;0;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8643;VISCONDE DE TAUNAY;8;0;0;0;98,87;1,13;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8655;OSCAVO DE PAULA E SILVA PROFESSOR;8;0;0;0;100;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8667;ARISTIDES GREVE PADRE;8;0;0;0;100;0;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8679;JOAQUIM LUCIO CARDOSO FILHO;8;0;0;0;100;0;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8692;JOSE AUGUSTO LEITE FRANCO PROFESSOR;8;100;0;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8709;ESTHER MEDINA PROFESSORA;8;0;0;0;97,97;2,03;0;94,92;5,08;0
2021;SANTO ANDRE;SANTO ANDRE;1;8710;CAMILO PEDUTI;8;100;0;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8722;INAH DE MELLO PROFESSORA;8;0;0;0;97,27;2,73;0;92,05;7,55;0,4
2021;SANTO ANDRE;SANTO ANDRE;1;8734;FELICIO LAURITO DOUTOR;8;99,68;0;0,32;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;8746;RUBENS MOREIRA DA ROCHA PROFESSOR;8;0;0;0;100;0;0;99,53;0,16;0,31
2021;SANTO ANDRE;SANTO ANDRE;1;29178;EDUCADOR PEDRO CIA;8;0;0;0;0;0;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;35695;PAULO EMILIO SALLES GOMES;8;90,89;9,11;0;90,68;9,32;0;70,43;29,57;0
2021;SANTO ANDRE;SANTO ANDRE;1;36213;PERCIO PUCCINI PROFESSOR;8;0;0;0;100;0;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;37266;MARIA DE LOURDES GUIMARAES PROFESSORA;8;0;0;0;99,62;0;0,38;97,2;0,7;2,1
2021;SANTO ANDRE;SANTO ANDRE;1;38489;SIMAO SALEM REVERENDO;8;100;0;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;38490;CELESTINO BOURROUL PROFESSOR;8;100;0;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;39536;JULIO PIGNATARI DOUTOR;8;94,37;5,63;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;42006;JUAREZ TAVORA MARECHAL;8;0;0;0;100;0;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;286217;FRANCISCA HELENA FURIA II PROFESSORA;8;0;0;0;99,66;0,34;0;99,4;0,6;0
2021;SANTO ANDRE;SANTO ANDRE;1;483394;CENTRO DE ATEND SOCIO EDUC AO ADOLESC SANTO ANDRE II CI;34;0;0;0;96,43;3,57;0;92,59;7,41;0
2021;SANTO ANDRE;SANTO ANDRE;1;565490;CENTRO DE ATEND SOCIO EDUC AO ADOLESC SANTO ANDRE I CI;34;100;0;0;95,83;4,17;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;900175;BENERALDO DE TOLEDO PIZA PROFESSOR;8;0;0;0;100;0;0;99,29;0;0,71
2021;SANTO ANDRE;SANTO ANDRE;1;902007;ATILLIO TOGNATO;8;99,62;0,38;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;904892;CARLOS VICENTE CERCHIARI;8;100;0;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;907066;FRANCISCA HELENA FURIA PROFESSORA;8;100;0;0;0;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;907170;GABRIEL GONCALVES PROFESSOR;8;0;0;0;100;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;910867;ANTONIO FRANCISCO PAVANELLO PROFESSOR;8;0;0;0;99,76;0,24;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;914769;MIQUELINA PEDROSO MAGNANI PROFESSORA;8;0;0;0;88,62;11,38;0;84,29;15,71;0
2021;SANTO ANDRE;SANTO ANDRE;1;916985;EDEVALDO PERASSI PROFESSOR;8;90,7;9,3;0;93,35;6,65;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;920344;INACIA TERUKO INAGAKI PROFESSORA;8;97;3;0;99,43;0,57;0;97,65;1,76;0,59
2021;SANTO ANDRE;SANTO ANDRE;1;921361;ODNEI MARIA MARTINS SANTURBANO PROFESSORA;8;0;0;0;100;0;0;0;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;923370;16 DE JULHO;8;0;0;0;100;0;0;100;0;0
2021;SANTO ANDRE;SANTO ANDRE;1;925639;PARQUE MARAJOARA II;8;0;0;0;98,07;1,74;0,19;88,38;11,62;0
2021;SANTO ANDRE;SANTO ANDRE;1;925640;CELSO AUGUSTO DANIEL PREFEITO ENGENHEIRO;8;0;0;0;93,94;6,06;0;89,26;10,74;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;7734;CLASSES VINCULADAS A EE OMAR DONATO BASSANI;8;100;0;0;100;0;0;0;0;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8758;FRANCISCO EMYGDIO PEREIRA NETO DOUTOR;8;0;0;0;99,79;0,21;0;100;0;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8771;OMAR DONATO BASSANI;8;0;0;0;100;0;0;100;0;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8783;PEDRA DE CARVALHO PROFESSORA;8;0;0;0;99,63;0,37;0;91,78;8,22;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8801;FAUSTO CARDOSO FIGUEIRA DE MELLO DOUTOR;8;0;0;0;100;0;0;100;0;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8813;JOAO BATISTA BERNARDES PROFESSOR;8;0;0;0;99,03;0;0,97;100;0;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8825;LAUDO FERREIRA DE CAMARGO MINISTRO;8;0;0;0;99,12;0,88;0;92,33;7,67;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8837;JOAO FIRMINO CORREIA DE ARAUJO DOUTOR;8;0;0;0;100;0;0;100;0;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8849;EUCLYDES DESLANDES PROFESSOR;8;0;0;0;99,22;0,78;0;94,81;5,19;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8874;ROBERT KENNEDY SENADOR;8;0;0;0;100;0;0;99,54;0,46;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8886;FRANCISCO PRESTES MAIA ENGENHEIRO;8;0;0;0;100;0;0;100;0;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8898;MATHIAS OCTAVIO ROXO NOBRE DOUTOR;8;0;0;0;100;0;0;100;0;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8904;JOSE JORGE DO AMARAL PROFESSOR;8;0;0;0;98,47;1,53;0;95,71;4,29;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8916;MARIA PIRES PROFESSORA;8;0;0;0;100;0;0;100;0;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8928;JOSE GONCALVES DE ANDRADE FIGUEIRA DOUTOR;8;0;0;0;97,33;0;2,67;99,02;0;0,98
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8936;ADAIL LUIZ MILLER DOUTOR;8;0;0;0;99,21;0,79;0;100;0;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8941;SANTA OLIMPIA;8;0;0;0;100;0;0;100;0;0
2021;SAO BERNARDO DO CAMPO;SAO BERNARDO DO CAMPO;1;8977;JACOB CASSEB PROFESSOR;8;0;0;0;98,82;1,18;0;95,17;4,83;0
