ANO_LETIVO;NM_DIRETORIA;NM_MUNICIPIO;CD_REDE_ENSINO;CD_ESCOLA;NM_COMPLETO_ESCOLA;CD_TP_IDENTIFICADOR;APR_1;REP_1;ABA_1;APR_2;REP_2;ABA_2;APR_3;REP_3;ABA_3
2021;OURINHOS;SANTA CRUZ DO RIO PARDO;1;906839;TOMAZ ORTEGA GARCIA PROFESSOR;8;0;0;0;97,33;2,67;0;97,17;2,12;0,71
2021;OURINHOS;SANTA CRUZ DO RIO PARDO;1;909634;DURVALINA TEIXEIRA DA FONSECA PROFESSORA;8;100;0;0;0;0;0;0;0;0
2021;OURINHOS;SAO PEDRO DO TURVO;1;34265;HOMERO CALVOSO PROFESSOR;8;0;0;0;96,98;0;3,02;94,38;0;5,62
2021;TUPA;ARCO-IRIS;1;34548;AUDA MALTA PROFESSORA;8;0;0;0;100;0;0;100;0;0
2021;TUPA;ARCO-IRIS;1;421868;INDIA VANUIRE;10;100;0;0;100;0;0;100;0;0
2021;TUPA;BASTOS;1;34666;TSUYA OHNO KIMURA PROFESSORA;8;0;0;0;100;0;0;100;0;0
2021;TUPA;BASTOS;1;34691;DR IRINEU BULLER ALMEIDA ;8;99,79;0,21;0;0;0;0;0;0;0
2021;TUPA;BASTOS;1;34721;AGUIA DE HAIA;8;0;0;0;100;0;0;100;0;0
2021;TUPA;BASTOS;1;905975;MARCIA NUTI MOLINA;8;100;0;0;0;0;0;0;0;0
2021;TUPA;BASTOS;1;917199;HARUE MATSUMOTO ASAKAWA PROFESSORA;8;100;0;0;0;0;0;0;0;0
2021;TUPA;BASTOS;1;925007;PARQUE DAS NACOES;8;0;0;0;100;0;0;98,5;1,5;0
2021;TUPA;HERCULANDIA;1;34629;MARIA BARBIERI DE FREITAS DONA;8;100;0;0;0;0;0;0;0;0
2021;TUPA;HERCULANDIA;1;34678;ARISTIDES RODRIGUES SIMOES;8;0;0;0;99,16;0,84;0;100;0;0
2021;TUPA;IACRI;1;34496;SYLVIO DE GIULLI;8;0;0;0;98,98;1,02;0;94,33;5,67;0
2021;TUPA;IACRI;1;915828;CARMEN DA SILVA PINTO PROFESSORA;8;100;0;0;0;0;0;0;0;0
2021;TUPA;JOAO RAMALHO;1;32384;JOAO RAMALHO DE;8;0;0;0;100;0;0;100;0;0
2021;TUPA;PARAPUA;1;31586;PARAPUA DE;8;0;0;0;100;0;0;100;0;0
2021;TUPA;PARAPUA;1;31665;MARIA HELENA BASSO ANTUNES PROFESSORA;8;0;0;0;100;0;0;0;0;0
2021;TUPA;QUATA;1;33315;FRANCISCO BALDUINO DE SOUZA CHIQUINHO PROF;8;0;0;0;100;0;0;100;0;0
2021;TUPA;QUEIROZ;1;34538;JOAO VIEIRA DE MELLO;8;0;0;0;100;0;0;100;0;0
2021;TUPA;QUINTANA;1;34502;ALTINO ARANTES PROFESSOR;8;0;0;0;100;0;0;98,28;1,72;0
2021;TUPA;RANCHARIA;1;32414;JOSE GIORGI;8;0;0;0;100;0;0;0;0;0
2021;TUPA;RANCHARIA;1;32438;JOAO PEREZ SANTOS;8;100;0;0;100;0;0;100;0;0
2021;TUPA;RANCHARIA;1;32487;BENEDICTO MARTINS BARBOSA ;8;0;0;0;100;0;0;0;0;0
2021;TUPA;RANCHARIA;1;32530;ANTONIO JOSE DOS SANTOS DOM;8;0;0;0;100;0;0;99,82;0;0,18
2021;TUPA;RANCHARIA;1;916080;MARIO FIORANTE PROFESSOR;8;0;0;0;100;0;0;0;0;0
2021;TUPA;RINOPOLIS;1;31604;GINEZ CARMONA MARTINEZ DOUTOR;8;0;0;0;100;0;0;98,58;0;1,42
2021;TUPA;RINOPOLIS;1;31689;AMALIA VALENTINA MARSIGLIA RINO PROFESSORA;8;0;0;0;100;0;0;0;0;0
2021;TUPA;RINOPOLIS;1;31690;SERAPHINA ETELVINA PAGLIUSO PROFESSORA;8;100;0;0;0;0;0;0;0;0
2021;TUPA;RINOPOLIS;1;900977;ARY FONSECA;8;100;0;0;0;0;0;0;0;0
2021;TUPA;TUPA;1;34551;LUIZ DE SOUZA LEAO;8;0;0;0;100;0;0;96,11;2,78;1,11
2021;TUPA;TUPA;1;34563;SEBASTIAO TEIXEIRA PINTO PROFESSOR;8;100;0;0;0;0;0;0;0;0
2021;TUPA;TUPA;1;34575;LELIO TOLEDO PIZA E ALMEIDA DOUTOR;8;0;0;0;100;0;0;98,32;1,68;0
2021;TUPA;TUPA;1;34587;JOAQUIM ABARCA;8;0;0;0;99,1;0,9;0;97,58;2,42;0
2021;TUPA;TUPA;1;34599;JOAO BREDICKS;8;100;0;0;100;0;0;0;0;0
2021;TUPA;TUPA;1;34617;INDIA VANUIRE;8;0;0;0;99,82;0;0,18;100;0;0
2021;TUPA;TUPA;1;34630;ESTHER VERIS CERPE PROFESSORA;8;100;0;0;0;0;0;0;0;0
2021;TUPA;TUPA;1;34642;HELENA PAVANELLI PORTO PROFESSORA;8;100;0;0;0;0;0;0;0;0
2021;TUPA;TUPA;1;34654;ANISIO CARNEIRO PROFESSOR;8;100;0;0;0;0;0;0;0;0
2021;TUPA;TUPA;1;34685;NELSON DE CASTRO MAESTRO;8;100;0;0;0;0;0;0;0;0
2021;TUPA;TUPA;1;903711;IRENE RESINA MIGLIORUCCI PROFESSORA;8;0;0;0;96,77;3,23;0;98,24;1,76;0
2021;MIRACATU;IGUAPE;1;34757;DINORA ROCHA PROFESSORA;8;0;0;0;100;0;0;0;0;0
2021;MIRACATU;IGUAPE;1;34769;JEREMIAS JUNIOR CORONEL;8;0;0;0;0;0;0;95,93;4,07;0
2021;MIRACATU;IGUAPE;1;34770;JOSE MUNIZ TEIXEIRA;8;0;0;0;100;0;0;0;0;0
2021;MIRACATU;IGUAPE;1;34800;VEIGA JUNIOR PROFESSOR;8;0;0;0;100;0;0;0;0;0
2021;MIRACATU;IGUAPE;1;39056;ELVIRA SILVA PROFESSORA;8;0;0;0;100;0;0;100;0;0
2021;MIRACATU;IGUAPE;1;47715;CLODONIL CARDOSO;8;0;0;0;100;0;0;100;0;0
2021;MIRACATU;IGUAPE;1;47727;SEBASTIANA MUNIZ PAIVA;8;0;0;0;100;0;0;100;0;0
2021;MIRACATU;IGUAPE;1;127164;ALDEIA GWAWIRA;10;100;0;0;100;0;0;0;0;0
2021;MIRACATU;IGUAPE;1;434000;ALDEIA ITAPUA;10;100;0;0;100;0;0;0;0;0
2021;MIRACATU;IGUAPE;1;566044;TAGUATO AGUIA;10;100;0;0;100;0;0;0;0;0
2021;MIRACATU;IGUAPE;1;908344;JOFRE MANOEL PREFEITO;8;0;0;0;100;0;0;100;0;0
2021;MIRACATU;IGUAPE;1;918052;BAIRRO PE DA SERRA;8;0;0;0;100;0;0;0;0;0
2021;MIRACATU;IGUAPE;1;919559;BAIRRO JAIRE;8;0;0;0;100;0;0;0;0;0
2021;MIRACATU;ILHA COMPRIDA;1;903723;JUDITH SANT ANA DIEGUES PROFESSORA;8;0;0;0;0;0;0;100;0;0
2021;MIRACATU;ITARIRI;1;34812;CLAY PRESGRAVE DO AMARAL ENGENHEIRO;8;100;0;0;97,83;2,17;0;92,86;7,14;0
2021;MIRACATU;ITARIRI;1;34836;ITARIRI;8;0;0;0;100;0;0;100;0;0
2021;MIRACATU;ITARIRI;1;34952;RAPOSO TAVARES;8;100;0;0;100;0;0;96,23;3,77;0
2021;MIRACATU;ITARIRI;1;100249;ALDEIA CAPOEIRAO;10;100;0;0;100;0;0;0;0;0
2021;MIRACATU;ITARIRI;1;100262;ALDEIA RIO DO AZEITE;10;100;0;0;0;0;0;0;0;0
2021;MIRACATU;ITARIRI;1;906049;BAIRRO NOVA ITARIRI;8;0;0;0;100;0;0;100;0;0
2021;MIRACATU;JUQUIA;1;34897;USHISUKE MIADAIRA;8;0;0;0;98,89;1,11;0;98,08;1,92;0
2021;MIRACATU;JUQUIA;1;34903;ALICE RODRIGUES MOTTA PROFESSORA;8;0;0;0;100;0;0;100;0;0
2021;MIRACATU;JUQUIA;1;34915;OSWALDO FLORENCIO PROFESSOR;8;0;0;0;99,2;0,8;0;100;0;0
2021;MIRACATU;JUQUIA;1;34939;JOAO ADORNO VASSAO;8;0;0;0;100;0;0;99,27;0,73;0
2021;MIRACATU;JUQUIA;1;40289;JOSE ERMIRIO DE MORAES SENADOR;8;0;0;0;100;0;0;100;0;0
2021;MIRACATU;MIRACATU;1;34861;PEDRO BARROS;8;0;0;0;100;0;0;100;0;0
2021;MIRACATU;MIRACATU;1;34873;ARMANDO GONCALVES PROFESSOR;8;0;0;0;99,7;0;0,3;99,29;0,71;0
2021;MIRACATU;MIRACATU;1;34940;BIGUA;8;0;0;0;100;0;0;100;0;0
2021;MIRACATU;MIRACATU;1;35269;SYLAS BALTAZAR DE ARAUJO PROFESSOR;8;0;0;0;100;0;0;95,24;4,76;0
2021;MIRACATU;MIRACATU;1;40265;SANTA RITA DE CASSIA;8;0;0;0;100;0;0;98,73;0;1,27
2021;MIRACATU;MIRACATU;1;127176;ALDEIA URUITY;10;100;0;0;100;0;0;0;0;0
2021;MIRACATU;MIRACATU;1;194906;ALDEIA DJAIKOATY;10;100;0;0;100;0;0;0;0;0
2021;MIRACATU;MIRACATU;1;343316;KO' E JU;10;100;0;0;80;20;0;0;0;0
2021;MIRACATU;MIRACATU;1;900035;DOMINGOS BAUER LEITE POETA;8;0;0;0;100;0;0;96,53;0;3,47
2021;MIRACATU;MIRACATU;1;911884;MARIA JOSE MORAIS DE CARVALHO PROFESSORA;8;0;0;0;99,01;0,99;0;100;0;0
2021;MIRACATU;MIRACATU;1;919561;BAIRRO DO ENGANO;8;0;0;0;100;0;0;98,08;1,92;0
2021;MIRACATU;PEDRO DE TOLEDO;1;34964;OTAVIANO SOARES ALBUQUERQUE;8;0;0;0;100;0;0;100;0;0
2021;MIRACATU;PEDRO DE TOLEDO;1;35270;TRES BARRAS;8;0;0;0;99,13;0;0,87;94,16;0;5,84
2021;REGISTRO;BARRA DO TURVO;1;14400;LUIZ DARLY GOMES DE ARAUJO PROFESSOR;8;0;0;0;100;0;0;100;0;0
2021;REGISTRO;BARRA DO TURVO;1;924362;PREFEITO MARIO CORADIN;8;0;0;0;100;0;0;100;0;0
2021;REGISTRO;CAJATI;1;34997;FRUTUOSO PEREIRA DE MORAES;8;0;0;0;100;0;0;100;0;0
2021;REGISTRO;CAJATI;1;35002;CELSO ANTONIO PROFESSOR;8;0;0;0;100;0;0;100;0;0
2021;REGISTRO;CAJATI;1;35294;MARY AZEVEDO DE CARVALHO PROFESSORA;8;0;0;0;100;0;0;100;0;0
2021;REGISTRO;CAJATI;1;49803;LUCÍLIA GROTHE LIBERATO;8;0;0;0;99,28;0;0,72;100;0;0
2021;REGISTRO;CAJATI;1;49815;JOSE RODRIGUES DE FREITAS VEREADOR;8;0;0;0;98,55;1,45;0;100;0;0
2021;REGISTRO;CANANEIA;1;35191;YOLANDA ARAUJO SILVA PAIVA PROFESSORA;8;0;0;0;94,26;5,74;0;85,03;14,97;0
2021;REGISTRO;CANANEIA;1;43278;GENI CUNHA;8;0;0;0;100;0;0;100;0;0
2021;REGISTRO;CANANEIA;1;45100;DINORAH SILVA DOS SANTOS PROFESSORA;8;0;0;0;97,95;0;2,05;96,91;0;3,09
2021;REGISTRO;CANANEIA;1;100407;ALDEIA RIO BRANCO II;10;100;0;0;100;0;0;0;0;0
2021;REGISTRO;CANANEIA;1;495219;ALDEIA TAKUARI TY;10;100;0;0;100;0;0;0;0;0
2021;REGISTRO;CANANEIA;1;916717;PERICLES EUGENIO DA SILVA RAMOS PROFESSOR;8;0;0;0;82,22;17,78;0;92,31;7,69;0
2021;REGISTRO;ELDORADO;1;35166;MARIA APARECIDA VIANA MUNIZ PROFESSORA;8;0;0;0;100;0;0;0;0;0
2021;REGISTRO;ELDORADO;1;35178;JAYME ALMEIDA PAIVA DOUTOR;8;0;0;0;0;0;0;98,42;1,58;0
2021;REGISTRO;ELDORADO;1;35212;MARIA DAS DORES VIANA PEREIRA PROFESSORA;8;0;0;0;96,92;3,08;0;90,12;3,7;6,18
2021;REGISTRO;ELDORADO;1;499523;ALDEIA TAQUARI;10;100;0;0;100;0;0;100;0;0
2021;REGISTRO;ELDORADO;1;903735;ODETE PEREIRA GOULART SALES PROFESSORA;8;0;0;0;97,14;2,86;0;96,43;3,57;0
2021;REGISTRO;ELDORADO;1;910156;MARIA JÚLIA DE FRANÇA SILVA;8;0;0;0;100;0;0;0;0;0
2021;REGISTRO;ELDORADO;1;924489;MARIA ANTONIA CHULES PRINCS;31;0;0;0;100;0;0;100;0;0
2021;REGISTRO;JACUPIRANGA;1;35014;BERNARDO FERREIRA MACHADO CAPITAO;8;0;0;0;0;0;0;100;0;0
2021;REGISTRO;JACUPIRANGA;1;35185;MIGUEL ABU YAGHI CORONEL;8;0;0;0;100;0;0;0;0;0
2021;REGISTRO;JACUPIRANGA;1;903747;ANTONIO DUARTE DE CASTRO;8;0;0;0;100;0;0;0;0;0
2021;REGISTRO;PARIQUERA-ACU;1;35038;MILCIO BAZOLI PROFESSOR;8;0;0;0;100;0;0;100;0;0
2021;REGISTRO;PARIQUERA-ACU;1;35208;MANOEL CAMILLO JUNIOR PROFESSOR;8;0;0;0;0;0;0;97,65;2,35;0
2021;REGISTRO;PARIQUERA-ACU;1;49827;JOSE VICENTE BERTOLI PROFESSOR;8;0;0;0;99,28;0,72;0;97,08;2,92;0
2021;REGISTRO;PARIQUERA-ACU;1;559076;ALDEIA PINDO TY;10;100;0;0;100;0;0;0;0;0
2021;REGISTRO;PARIQUERA-ACU;1;568430;ALDEIA ARACA MIRIM;10;100;0;0;100;0;0;0;0;0
2021;REGISTRO;PARIQUERA-ACU;1;924593;ESTEPHANO ORLANDO PAULOVSKI PROFESSOR;8;0;0;0;99,84;0;0,16;100;0;0
2021;REGISTRO;REGISTRO;1;35075;ANTONIO FERNANDES PROFESSOR;8;0;0;0;100;0;0;0;0;0
2021;REGISTRO;REGISTRO;1;35087;RUY PRADO DE MENDONCA FILHO PROFESSOR;8;0;0;0;99,49;0,51;0;98,95;1,05;0
2021;REGISTRO;REGISTRO;1;35099;JOAQUIM GOULART PROFESSOR;8;0;0;0;100;0;0;100;0;0
2021;REGISTRO;REGISTRO;1;35105;PASCOAL GRECCO PROFESSOR;8;0;0;0;94,7;0;5,3;94,12;0;5,88
2021;REGISTRO;REGISTRO;1;35117;KOKI KITAJIMA;8;0;0;0;100;0;0;0;0;0
2021;REGISTRO;REGISTRO;1;35130;FABIO BARRETO DOUTOR;8;0;0;0;0;0;0;100;0;0
2021;REGISTRO;REGISTRO;1;41592;ALAY JOSE CORREA VEREADOR;8;0;0;0;100;0;0;100;0;0
2021;REGISTRO;REGISTRO;1;43291;JOSE PACHECO LOMBA;8;0;0;0;98,55;0;1,45;98,09;0;1,91
2021;REGISTRO;REGISTRO;1;477783;ALDEIA ITAPU MIRIM;10;100;0;0;100;0;0;0;0;0
2021;REGISTRO;REGISTRO;1;579440;PREFEITA ELZA ORSINI DE CARVALHO;8;0;0;0;0;0;0;100;0;0
2021;REGISTRO;REGISTRO;1;901659;MASSAKO OSAWA HIRABAYASHI PROFESSORA;8;0;0;0;100;0;0;100;0;0
2021;REGISTRO;REGISTRO;1;901660;IRENE MACHADO DE LIMA DONA;8;0;0;0;100;0;0;100;0;0
2021;REGISTRO;REGISTRO;1;910429;HIROSHI SAKANO;8;0;0;0;100;0;0;0;0;0
2021;REGISTRO;REGISTRO;1;920411;AURORA COELHO PROFESSORA;8;0;0;0;100;0;0;99,31;0;0,69
2021;REGISTRO;SETE BARRAS;1;35142;PLACIDO DE PAULA E SILVA;8;0;0;0;99,4;0,6;0;95,9;1,03;3,07
2021;REGISTRO;SETE BARRAS;1;35154;MARIA SANTANA DE ALMEIDA PROFESSORA;8;0;0;0;97,15;2,85;0;92,33;7,67;0
2021;REGISTRO;SETE BARRAS;1;35282;ARMANDO DE SALLES OLIVEIRA GOVERNADOR;8;0;0;0;100;0;0;0;0;0
2021;REGISTRO;SETE BARRAS;1;559088;ALDEIA PEGUAO TY;10;100;0;0;33,33;66,67;0;100;0;0
2021;LESTE 1;SAO PAULO;1;2768;VALACE MARQUES PROFESSOR;8;99,75;0;0,25;98,75;0;1,25;0;0;0
2021;LESTE 1;SAO PAULO;1;2773;BENEDITA DE REZENDE PROFESSORA;8;0;0;0;94,74;5,26;0;91,98;8,02;0
2021;LESTE 1;SAO PAULO;1;2781;JOSE DE CARVALHO PADRE;8;98,58;0;1,42;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;2793;REPUBLICA DO URUGUAI;8;0;0;0;98,64;0;1,36;0;0;0
2021;LESTE 1;SAO PAULO;1;2800;THEREZA DOROTHEA DE ARRUDA REGO PROFESSORA;8;0;0;0;100;0;0;98,67;1,33;0
2021;LESTE 1;SAO PAULO;1;2811;SILVA PRADO DEPUTADO;8;0;0;0;99,07;0,93;0;95,71;4,29;0
2021;LESTE 1;SAO PAULO;1;2823;MARINHA DO BRASIL;8;99,64;0,36;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;2835;ERMELINO MATARAZZO;8;0;0;0;100;0;0;86,65;9,26;4,09
2021;LESTE 1;SAO PAULO;1;2847;MIGUEL DE CERVANTES Y SAAVEDRA DOM;8;0;0;0;100;0;0;100;0;0
2021;LESTE 1;SAO PAULO;1;2872;MAXIMO DE MOURA SANTOS PROFESSOR;8;100;0;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;2884;RAUL PILLA DEPUTADO;8;0;0;0;100;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;2896;GALILEO EMENDABILI ESCULTOR;8;99,61;0,39;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;2975;MARIO REYS COMENDADOR;8;0;0;0;0;0;0;98,72;1,28;0
2021;LESTE 1;SAO PAULO;1;2987;GABRIEL PELICIOTTI PROFESSOR;8;100;0;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;3062;EMILIA DE PAIVA MEIRA PROFESSORA;8;0;0;0;99,56;0,44;0;99,14;0,64;0,22
2021;LESTE 1;SAO PAULO;1;3074;GERALDO DOMINGOS CORTEZ PROFESSOR;8;100;0;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;3086;HELENA LOMBARDI BRAGA PROFESSORA;8;0;0;0;98,88;0,75;0,37;92,87;2,04;5,09
2021;LESTE 1;SAO PAULO;1;3116;APPARECIDA RAHAL PROFESSORA;8;0;0;0;95,85;4,15;0;86,69;13,31;0
2021;LESTE 1;SAO PAULO;1;3190;ALVARES DE AZEVEDO;8;99,82;0,18;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;3207;MARIA CECILIA DA SILVA GROHMANN PROFESSORA;8;98,84;0,19;0,97;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;3219;MARIA DA CONCEICAO OLIVEIRA COSTA PROFESSORA;8;99,85;0;0,15;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;3220;MILTON CRUZEIRO PROFESSOR;8;0;0;0;96,51;3,49;0;98,87;1,03;0,1
2021;LESTE 1;SAO PAULO;1;3293;THALES CASTANHO DE ANDRADE PROFESSOR;8;99,67;0,17;0,16;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;36754;MIGUEL KRUSE DOM;8;0;0;0;100;0;0;100;0;0
2021;LESTE 1;SAO PAULO;1;36766;FRANCISCO MESQUITA JORNALISTA;8;100;0;0;100;0;0;100;0;0
2021;LESTE 1;SAO PAULO;1;36778;LUIGI PIRANDELLO;8;99,88;0,12;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;36808;ANTONIO DE OLIVEIRA CAMARGO PROFESSOR;8;98,73;1,27;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;36997;LUIS GONZAGA CARVALHO MELO PROFESSOR;8;99,81;0,19;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;37000;ANNE FRANK;8;96,11;3,89;0;97,77;2,23;0;0;0;0
2021;LESTE 1;SAO PAULO;1;37011;GERALDO CAMPOS MOREIRA PROFESSOR DOUTOR;8;0;0;0;92,56;7,44;0;84,72;15,28;0
2021;LESTE 1;SAO PAULO;1;37345;TIDE SETUBAL;8;0;0;0;98,51;0,74;0,75;97,93;0,23;1,84
2021;LESTE 1;SAO PAULO;1;39238;LUCIO DE CARVALHO MARQUES PROFESSOR;8;100;0;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;39366;NELLO LORENZON;8;0;0;0;95,47;4,3;0,23;90,41;9,15;0,44
2021;LESTE 1;SAO PAULO;1;40320;CASSIO CIAMPOLINI DEPUTADO;8;100;0;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;40964;LEONOR RENDESI PROFESSORA;8;99,14;0;0,86;98,52;0;1,48;93,38;0,32;6,3
2021;LESTE 1;SAO PAULO;1;40976;PEDRO DE ALCANTARA MARCONDES MACHADO PROFESSOR;8;0;0;0;99,58;0,42;0;100;0;0
2021;LESTE 1;SAO PAULO;1;40988;MARIA AUGUSTA CORREA PROFESSORA;8;100;0;0;100;0;0;100;0;0
2021;LESTE 1;SAO PAULO;1;46280;MARIA APARECIDA MACHADO JULIANELLI;8;100;0;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;46310;JULIO DINIS;8;100;0;0;99,84;0,16;0;0;0;0
2021;LESTE 1;SAO PAULO;1;48689;RUTH CABRAL TRONCARELLI PROFESSORA;8;0;0;0;99,56;0;0,44;84,92;7,45;7,63
2021;LESTE 1;SAO PAULO;1;902248;ANNA PONTES TOLEDO NATALI PROFESSORA;8;99,83;0;0,17;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;902573;PAULO ROBERTO FAGGIONI PROFESSOR;8;0;0;0;99,76;0,24;0;99,83;0,17;0
2021;LESTE 1;SAO PAULO;1;902585;ELYSEU SIMOES MACHADO PROFESSOR;8;98,99;0;1,01;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;902822;MARIA JOVITA;8;99,02;0,49;0,49;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;902846;SAID MURAD;8;99,25;0,56;0,19;97,17;1,21;1,62;0;0;0
2021;LESTE 1;SAO PAULO;1;904569;JOAQUIM TORRES SANTIAGO PROFESSOR;8;100;0;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;904624;NILDO DO AMARAL JUNIOR PADRE;8;97,01;0;2,99;96,08;0;3,92;93,47;1,37;5,16
2021;LESTE 1;SAO PAULO;1;906955;EDSON LUIZ RIBEIRO LUZIA PROFESSOR;8;99,54;0;0,46;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;907005;NABIHA ABDALLA CHOHFI;8;99,44;0,56;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;909038;LAERTE PANIGHEL PROFESSOR;8;99,82;0,18;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;909048;VICTORIO NAPOLEAO OLIANI PROFESSOR;8;100;0;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;910788;ARCANGELO SFORCIM;8;0;0;0;100;0;0;100;0;0
2021;LESTE 1;SAO PAULO;1;910797;TITO LIVIO FERREIRA PROFESSOR;8;100;0;0;0;0;0;98,34;1,66;0
2021;LESTE 1;SAO PAULO;1;910843;THEREZINHA ARANHA MANTELLI;8;0;0;0;97,84;2,16;0;0;0;0
2021;LESTE 1;SAO PAULO;1;910855;JOSE BORGES DOS SANTOS JUNIOR REV;8;98,59;1,41;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;911008;URBANO DE OLIVEIRA PINTO REV;8;0;0;0;96,55;0,69;2,76;92,84;2,95;4,21
2021;LESTE 1;SAO PAULO;1;912268;IRINEU MONTEIRO DE PINHO REV;8;0;0;0;100;0;0;100;0;0
2021;LESTE 1;SAO PAULO;1;913649;UMBERTO CONTE CHECCHIA PROFESSOR;8;99,26;0,74;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;915671;HERMINIA DE ANDRADE PFUHL NEVES PROFESSORA;8;0;0;0;99,76;0;0,24;91,55;4,93;3,52
2021;LESTE 1;SAO PAULO;1;915683;ZILDA ARNS NEUMANN;8;0;0;0;100;0;0;100;0;0
2021;LESTE 1;SAO PAULO;1;916493;JULIO DE CARVALHO BARATA;8;0;0;0;94,33;5,67;0;86,92;13,08;0
2021;LESTE 1;SAO PAULO;1;924246;REPUBLICA DO HAITI;8;100;0;0;100;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;924258;PARQUE ECOLOGICO;8;100;0;0;99,61;0;0,39;98,14;0;1,86
2021;LESTE 1;SAO PAULO;1;924374;ANNETTE MARLENE FERNANDES DE MELLO IRMA;8;98,66;1,01;0,33;99,56;0;0,44;100;0;0
2021;LESTE 1;SAO PAULO;1;925251;DOM PAULO EVARISTO ARNS;8;100;0;0;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;925445;REPUBLICA DE HONDURAS;8;98,38;0;1,62;0;0;0;0;0;0
2021;LESTE 1;SAO PAULO;1;925457;JOSE DE SAN MARTIN;8;0;0;0;100;0;0;100;0;0
2021;LESTE 4;SAO PAULO;1;1727;VICTOR MIGUEL ROMANO PROF;8;0;0;0;100;0;0;100;0;0
2021;LESTE 4;SAO PAULO;1;1752;AROLDO DE AZEVEDO PROF;8;0;0;0;97,59;0;2,41;98,16;0,68;1,16
2021;LESTE 4;SAO PAULO;1;1818;JOCELYN PONTES GESTAL PROF;8;100;0;0;0;0;0;0;0;0
2021;LESTE 4;SAO PAULO;1;2331;PILAR GARCIA VIDAL DONA;8;0;0;0;99,59;0,41;0;97,76;2,24;0
2021;LESTE 4;SAO PAULO;1;2343;MARIA LOURDES N ALBERGARIA PROFA;8;100;0;0;100;0;0;0;0;0
2021;LESTE 4;SAO PAULO;1;2355;MARISA DE MELLO PROFA;8;99,64;0,36;0;100;0;0;0;0;0
2021;LESTE 4;SAO PAULO;1;2367;OLGA MARINOVIC DORO PROFA;8;99,8;0,2;0;0;0;0;0;0;0
2021;LESTE 4;SAO PAULO;1;2409;LUIZ ANTONIO FRAGOSO PROF;8;0;0;0;0;0;0;90,75;9,25;0
2021;LESTE 4;SAO PAULO;1;2434;JAMIL PEDRO SAWAYA PROF;8;0;0;0;98,77;1,23;0;98,04;1,96;0
2021;LESTE 4;SAO PAULO;1;2458;BERNARDO RODRIGUES NOGUEIRA DOM;8;100;0;0;0;0;0;0;0;0
2021;LESTE 4;SAO PAULO;1;2471;ZALINA ROLIM DONA;8;0;0;0;100;0;0;99,75;0,25;0
2021;LESTE 4;SAO PAULO;1;2549;ADELAIDE FERRAZ DE OLIVEIRA PROFA;8;0;0;0;100;0;0;97,35;0;2,65
2021;LESTE 4;SAO PAULO;1;2598;ASTOLFO ARAUJO DEPUTADO;8;0;0;0;95,02;4,56;0,42;87,89;11,05;1,06
2021;LESTE 4;SAO PAULO;1;2616;MARIA AUGUSTA DE AVILA PROFA;8;0;0;0;93,21;6,79;0;94,61;5,39;0
2021;LESTE 4;SAO PAULO;1;2636;INFANTE DOM HENRIQUE;8;0;0;0;98,66;1,34;0;94,51;5,37;0,12
2021;LESTE 4;SAO PAULO;1;2641;JOSE PEREIRA DE QUEIROZ DR;8;0;0;0;0;0;0;98,9;1,1;0
2021;LESTE 4;SAO PAULO;1;2653;AFONSO PENNA JUNIOR PROF;8;0;0;0;97,15;0;2,85;93,97;0;6,03
2021;LESTE 4;SAO PAULO;1;2677;JOSE TALARICO;8;0;0;0;100;0;0;100;0;0
2021;LESTE 4;SAO PAULO;1;2689;EXERCITO BRASILEIRO;8;0;0;0;0;0;0;92,35;2,3;5,35
